user_id,rank,item_id,item_name,predicted_rating
17,5,22,kani,3.80
18,1,8,toro,3.97
18,2,1,anago,3.92
18,3,37,negi_toro,3.77
18,4,2,maguro,3.70
18,5,21,aji,3.56
19,1,8,toro,3.57
19,2,19,chu_toro,3.54
19,3,37,negi_toro,3.48
19,4,3,ika,3.41
19,5,47,tarabagani,3.35
20,1,9,amaebi,3.71
20,2,19,chu_toro,3.55
20,3,2,maguro,3.54
20,4,6,ikura,3.51
20,5,0,ebi,3.49
21,1,13,hamachi,3.80
21,2,2,maguro,3.60
21,3,8,toro,3.47
21,4,41,botanebi,3.45
21,5,37,negi_toro,3.45
22,1,8,toro,4.00
22,2,9,amaebi,3.95
22,3,3,ika,3.90
22,4,41,botanebi,3.80
22,5,37,negi_toro,3.74
23,1,37,negi_toro,3.66
23,2,8,toro,3.50
23,3,9,amaebi,3.38
23,4,47,tarabagani,3.38
23,5,19,chu_toro,3.35
24,1,37,negi_toro,3.40
24,2,47,tarabagani,3.31
24,3,11,tai,3.16
24,4,8,toro,3.14
24,5,25,unagi,3.11
25,1,8,toro,4.00
25,2,19,chu_toro,4.00
25,3,9,amaebi,3.78
25,4,0,ebi,3.73
25,5,41,botanebi,3.72
26,1,37,negi_toro,3.81
26,2,2,maguro,3.60
26,3,41,botanebi,3.31
26,4,9,amaebi,3.26
26,5,19,chu_toro,3.23
27,1,19,chu_toro,3.82
27,2,1,anago,3.81
27,3,0,ebi,3.77
27,4,47,tarabagani,3.77
27,5,31,katsuo,3.75
28,1,2,maguro,3.87
28,2,19,chu_toro,3.51
28,3,37,negi_toro,3.48
28,4,8,toro,3.39
28,5,21,aji,3.38
29,1,19,chu_toro,4.00
29,2,9,amaebi,3.75
29,3,2,maguro,3.68
29,4,37,negi_toro,3.65
29,5,3,ika,3.47
30,1,19,chu_toro,3.13
30,2,38,nattou_maki,3.12
30,3,22,kani,3.04
30,4,37,negi_toro,2.85
30,5,53,toro_samon,2.85
31,1,6,ikura,4.00
31,2,19,chu_toro,3.76
31,3,15,samon,3.70
31,4,31,katsuo,3.66
31,5,14,awabi,3.61
32,1,3,ika,2.96
32,2,53,toro_samon,2.95
32,3,1,anago,2.92
32,4,37,negi_toro,2.83
32,5,27,kanpachi,2.80
33,1,4,uni,3.57
33,2,8,toro,3.45
33,3,19,chu_toro,3.38
33,4,9,amaebi,3.36
33,5,79,kurumaebi,3.34
34,1,15,samon,3.85
34,2,6,ikura,3.65
34,3,47,tarabagani,3.50
34,4,2,maguro,3.48
34,5,11,tai,3.42
35,1,19,chu_toro,3.56
35,2,41,botanebi,3.49
35,3,4,uni,3.35
35,4,37,negi_toro,3.33
35,5,47,tarabagani,3.33
36,1,19,chu_toro,3.72
36,2,11,tai,3.65
36,3,26,tekka_maki,3.58
36,4,15,samon,3.54
36,5,61,negi_toro_maki,3.53
37,1,37,negi_toro,3.24
37,2,15,samon,3.13
37,3,20,hirame,3.07
37,4,8,toro,3.03
37,5,2,maguro,2.98
38,1,9,amaebi,4.00
38,2,19,chu_toro,4.00
38,3,8,toro,3.91
38,4,10,hotategai,3.65
38,5,2,maguro,3.65
39,1,19,chu_toro,3.27
39,2,2,maguro,3.22
39,3,8,toro,3.14
39,4,26,tekka_maki,2.91
39,5,37,negi_toro,2.89
40,1,19,chu_toro,3.65
40,2,8,toro,3.47
40,3,0,ebi,3.41
40,4,1,anago,3.39
40,5,25,unagi,3.35
41,1,1,anago,3.92
41,2,19,chu_toro,3.87
41,3,37,negi_toro,3.62
41,4,9,amaebi,3.53
41,5,8,toro,3.40
42,1,8,toro,4.00
42,2,37,negi_toro,3.82
42,3,53,toro_samon,3.67
42,4,79,kurumaebi,3.58
42,5,26,tekka_maki,3.57
43,1,37,negi_toro,3.61
43,2,47,tarabagani,3.35
43,3,1,anago,3.33
43,4,9,amaebi,3.33
43,5,53,toro_samon,3.21
44,1,8,toro,4.00
44,2,19,chu_toro,3.87
44,3,37,negi_toro,3.68
44,4,9,amaebi,3.62
44,5,61,negi_toro_maki,3.56
45,1,8,toro,3.37
45,2,19,chu_toro,3.32
45,3,9,amaebi,3.22
45,4,37,negi_toro,3.16
45,5,47,tarabagani,3.14
46,1,8,toro,4.00
46,2,9,amaebi,4.00
46,3,19,chu_toro,4.00
46,4,0,ebi,3.96
46,5,22,kani,3.85
47,1,2,maguro,3.59
47,2,37,negi_toro,3.47
47,3,47,tarabagani,3.33
47,4,8,toro,3.33
47,5,11,tai,3.15
48,1,2,maguro,3.80
48,2,19,chu_toro,3.77
48,3,15,samon,3.76
48,4,79,kurumaebi,3.70
48,5,1,anago,3.60
49,1,37,negi_toro,3.58
49,2,2,maguro,3.48
49,3,6,ikura,3.40
49,4,9,amaebi,3.29
49,5,61,negi_toro_maki,3.19
50,1,19,chu_toro,3.87
50,2,22,kani,3.77
50,3,10,hotategai,3.67
50,4,9,amaebi,3.26
50,5,79,kurumaebi,3.24
51,1,26,tekka_maki,4.00
51,2,1,anago,3.71
51,3,47,tarabagani,3.68
51,4,19,chu_toro,3.67
51,5,8,toro,3.65
52,1,10,hotategai,3.37
52,2,8,toro,3.34
52,3,22,kani,3.32
52,4,9,amaebi,3.29
52,5,20,hirame,3.17
53,1,19,chu_toro,3.35
53,2,2,maguro,3.33
53,3,37,negi_toro,3.18
53,4,47,tarabagani,3.13
53,5,0,ebi,3.11
54,1,7,tamago,3.74
54,2,26,tekka_maki,3.72
54,3,1,anago,3.68
54,4,37,negi_toro,3.55
54,5,2,maguro,3.53
55,1,19,chu_toro,4.00
55,2,53,toro_samon,3.96
55,3,8,toro,3.95
55,4,6,ikura,3.94
55,5,41,botanebi,3.83
56,1,9,amaebi,4.00
56,2,10,hotategai,4.00
56,3,47,tarabagani,4.00
56,4,61,negi_toro_maki,4.00
56,5,79,kurumaebi,3.94
57,1,37,negi_toro,2.99
57,2,47,tarabagani,2.93
57,3,0,ebi,2.85
57,4,22,kani,2.83
57,5,19,chu_toro,2.73
58,1,53,toro_samon,3.61
58,2,47,tarabagani,3.60
58,3,26,tekka_maki,3.57
58,4,37,negi_toro,3.54
58,5,9,amaebi,3.51
59,1,8,toro,3.78
59,2,19,chu_toro,3.58
59,3,53,toro_samon,3.47
59,4,47,tarabagani,3.30
59,5,37,negi_toro,3.26
60,1,2,maguro,4.00
60,2,8,toro,4.00
60,3,20,hirame,4.00
60,4,19,chu_toro,3.91
60,5,36,engawa,3.69
61,1,22,kani,3.58
61,2,2,maguro,3.56
61,3,15,samon,3.46
61,4,9,amaebi,3.42
61,5,8,toro,3.42
62,1,15,samon,3.53
62,2,1,anago,3.48
62,3,37,negi_toro,3.43
62,4,47,tarabagani,3.40
62,5,79,kurumaebi,3.40
63,1,9,amaebi,3.86
63,2,2,maguro,3.71
63,3,1,anago,3.61
63,4,79,kurumaebi,3.52
63,5,3,ika,3.47
64,1,14,awabi,3.63
64,2,47,tarabagani,3.56
64,3,2,maguro,3.50
64,4,9,amaebi,3.44
64,5,25,unagi,3.31
65,1,8,toro,3.83
65,2,47,tarabagani,3.61
65,3,19,chu_toro,3.60
65,4,15,samon,3.60
65,5,43,inari,3.53
66,1,8,toro,4.00
66,2,19,chu_toro,4.00
66,3,2,maguro,3.87
66,4,47,tarabagani,3.80
66,5,20,hirame,3.79
67,1,2,maguro,3.69
67,2,19,chu_toro,3.65
67,3,11,tai,3.56
67,4,13,hamachi,3.54
67,5,61,negi_toro_maki,3.50
68,1,37,negi_toro,3.29
68,2,8,toro,3.21
68,3,15,samon,3.16
68,4,19,chu_toro,3.13
68,5,53,toro_samon,3.11
69,1,3,ika,3.80
69,2,9,amaebi,3.73
69,3,37,negi_toro,3.66
69,4,13,hamachi,3.52
69,5,10,hotategai,3.48
70,1,37,negi_toro,3.80
70,2,2,maguro,3.45
70,3,15,samon,3.33
70,4,8,toro,3.33
70,5,19,chu_toro,3.16
71,1,19,chu_toro,3.43
71,2,9,amaebi,3.41
71,3,26,tekka_maki,3.40
71,4,79,kurumaebi,3.36
71,5,0,ebi,3.34
72,1,9,amaebi,3.60
72,2,10,hotategai,3.46
72,3,3,ika,3.44
72,4,26,tekka_maki,3.35
72,5,61,negi_toro_maki,3.31
73,1,26,tekka_maki,2.93
73,2,19,chu_toro,2.86
73,3,31,katsuo,2.81
73,4,37,negi_toro,2.80
73,5,0,ebi,2.80
74,1,9,amaebi,3.97
74,2,2,maguro,3.66
74,3,19,chu_toro,3.65
74,4,1,anago,3.57
74,5,47,tarabagani,3.45
75,1,8,toro,3.74
75,2,15,samon,3.73
75,3,22,kani,3.63
75,4,47,tarabagani,3.61
75,5,37,negi_toro,3.51
76,1,0,ebi,3.73
76,2,61,negi_toro_maki,3.64
76,3,53,toro_samon,3.52
76,4,79,kurumaebi,3.52
76,5,47,tarabagani,3.49
77,1,2,maguro,3.72
77,2,37,negi_toro,3.65
77,3,15,samon,3.64
77,4,13,hamachi,3.61
77,5,47,tarabagani,3.57
78,1,7,tamago,3.74
78,2,47,tarabagani,3.62
78,3,36,engawa,3.55
78,4,61,negi_toro_maki,3.48
78,5,15,samon,3.40
79,1,26,tekka_maki,3.72
79,2,0,ebi,3.46
79,3,53,toro_samon,3.46
79,4,10,hotategai,3.43
79,5,61,negi_toro_maki,3.43
80,1,3,ika,4.00
80,2,37,negi_toro,3.70
80,3,2,maguro,3.54
80,4,61,negi_toro_maki,3.53
80,5,41,botanebi,3.42
81,1,12,akagai,3.82
81,2,61,negi_toro_maki,3.80
81,3,8,toro,3.73
81,4,10,hotategai,3.67
81,5,20,hirame,3.67
82,1,1,anago,3.89
82,2,7,tamago,3.77
82,3,25,unagi,3.69
82,4,37,negi_toro,3.64
82,5,26,tekka_maki,3.56
83,1,19,chu_toro,3.88
83,2,1,anago,3.34
83,3,79,kurumaebi,3.31
83,4,15,samon,3.26
83,5,47,tarabagani,3.26
84,1,41,botanebi,3.70
84,2,19,chu_toro,3.67
84,3,9,amaebi,3.53
84,4,10,hotategai,3.53
84,5,0,ebi,3.48
85,1,37,negi_toro,3.63
85,2,47,tarabagani,3.60
85,3,22,kani,3.52
85,4,61,negi_toro_maki,3.39
85,5,15,samon,3.39
86,1,2,maguro,4.00
86,2,0,ebi,3.89
86,3,41,botanebi,3.86
86,4,22,kani,3.66
86,5,19,chu_toro,3.61
87,1,10,hotategai,3.29
87,2,3,ika,3.27
87,3,22,kani,3.17
87,4,1,anago,3.16
87,5,37,negi_toro,3.12
88,1,8,toro,3.77
88,2,19,chu_toro,3.63
88,3,61,negi_toro_maki,3.32
88,4,1,anago,3.23
88,5,47,tarabagani,3.21
89,1,8,toro,3.26
89,2,15,samon,3.25
89,3,53,toro_samon,3.20
89,4,47,tarabagani,3.12
89,5,1,anago,3.04
90,1,8,toro,3.79
90,2,19,chu_toro,3.75
90,3,4,uni,3.55
90,4,79,kurumaebi,3.54
90,5,61,negi_toro_maki,3.54
91,1,2,maguro,3.32
91,2,47,tarabagani,3.23
91,3,1,anago,3.18
91,4,37,negi_toro,3.15
91,5,15,samon,3.09
92,1,8,toro,4.00
92,2,37,negi_toro,4.00
92,3,79,kurumaebi,3.94
92,4,2,maguro,3.79
92,5,12,akagai,3.79
93,1,19,chu_toro,3.75
93,2,8,toro,3.53
93,3,13,hamachi,3.45
93,4,18,saba,3.43
93,5,37,negi_toro,3.31
94,1,37,negi_toro,3.74
94,2,19,chu_toro,3.50
94,3,8,toro,3.48
94,4,9,amaebi,3.41
94,5,79,kurumaebi,3.40
95,1,19,chu_toro,3.78
95,2,2,maguro,3.68
95,3,11,tai,3.66
95,4,26,tekka_maki,3.54
95,5,0,ebi,3.51
96,1,8,toro,3.86
96,2,6,ikura,3.82
96,3,37,negi_toro,3.69
96,4,19,chu_toro,3.39
96,5,61,negi_toro_maki,3.32
97,1,41,botanebi,3.49
97,2,19,chu_toro,3.33
97,3,9,amaebi,3.24
97,4,61,negi_toro_maki,3.23
97,5,6,ikura,3.23
98,1,61,negi_toro_maki,3.46
98,2,22,kani,3.45
98,3,37,negi_toro,3.45
98,4,79,kurumaebi,3.44
98,5,53,toro_samon,3.37
99,1,37,negi_toro,3.27
99,2,9,amaebi,3.27
99,3,79,kurumaebi,3.19
99,4,47,tarabagani,3.17
99,5,8,toro,3.10
100,1,13,hamachi,3.89
100,2,9,amaebi,3.82
100,3,25,unagi,3.80
100,4,8,toro,3.76
100,5,15,samon,3.75
101,1,2,maguro,3.61
101,2,47,tarabagani,3.53
101,3,21,aji,3.49
101,4,61,negi_toro_maki,3.48
101,5,22,kani,3.40
102,1,19,chu_toro,3.92
102,2,0,ebi,3.70
102,3,9,amaebi,3.64
102,4,11,tai,3.56
102,5,41,botanebi,3.56
103,1,10,hotategai,3.60
103,2,9,amaebi,3.60
103,3,8,toro,3.54
103,4,0,ebi,3.51
103,5,19,chu_toro,3.48
104,1,25,unagi,3.53
104,2,19,chu_toro,3.39
104,3,13,hamachi,3.29
104,4,3,ika,3.19
104,5,15,samon,3.17
105,1,2,maguro,4.00
105,2,13,hamachi,4.00
105,3,8,toro,3.96
105,4,15,samon,3.67
105,5,22,kani,3.66
106,1,22,kani,3.79
106,2,6,ikura,3.56
106,3,37,negi_toro,3.54
106,4,10,hotategai,3.51
106,5,9,amaebi,3.48
107,1,47,tarabagani,3.38
107,2,26,tekka_maki,3.34
107,3,2,maguro,3.33
107,4,15,samon,3.32
107,5,43,inari,3.31
108,1,8,toro,4.00
108,2,26,tekka_maki,3.78
108,3,19,chu_toro,3.72
108,4,37,negi_toro,3.71
108,5,6,ikura,3.67
109,1,0,ebi,3.68
109,2,37,negi_toro,3.50
109,3,27,kanpachi,3.36
109,4,2,maguro,3.34
109,5,26,tekka_maki,3.30
110,1,0,ebi,4.00
110,2,6,ikura,4.00
110,3,8,toro,4.00
110,4,37,negi_toro,4.00
110,5,9,amaebi,3.99
111,1,19,chu_toro,3.34
111,2,43,inari,3.29
111,3,15,samon,3.07
111,4,1,anago,3.04
111,5,21,aji,3.01
112,1,8,toro,3.70
112,2,19,chu_toro,3.69
112,3,10,hotategai,3.67
112,4,2,maguro,3.61
112,5,27,kanpachi,3.46
113,1,0,ebi,2.80
113,2,47,tarabagani,2.80
113,3,25,unagi,2.79
113,4,37,negi_toro,2.77
113,5,19,chu_toro,2.72
114,1,19,chu_toro,3.48
114,2,47,tarabagani,3.28
114,3,2,maguro,3.27
114,4,61,negi_toro_maki,3.23
114,5,37,negi_toro,3.14
115,1,6,ikura,3.77
115,2,10,hotategai,3.55
115,3,26,tekka_maki,3.49
115,4,37,negi_toro,3.46
115,5,4,uni,3.43
116,1,37,negi_toro,3.49
116,2,31,katsuo,3.43
116,3,22,kani,3.41
116,4,11,tai,3.41
116,5,9,amaebi,3.40
117,1,37,negi_toro,3.28
117,2,1,anago,3.26
117,3,8,toro,3.19
117,4,20,hirame,3.18
117,5,7,tamago,3.04
118,1,8,toro,3.67
118,2,19,chu_toro,3.35
118,3,22,kani,3.30
118,4,20,hirame,3.29
118,5,79,kurumaebi,3.22
119,1,47,tarabagani,3.29
119,2,2,maguro,3.26
119,3,61,negi_toro_maki,3.26
119,4,9,amaebi,3.25
119,5,8,toro,3.24
120,1,1,anago,4.00
120,2,8,toro,4.00
120,3,22,kani,3.96
120,4,61,negi_toro_maki,3.91
120,5,9,amaebi,3.89
121,1,19,chu_toro,3.23
121,2,6,ikura,3.17
121,3,26,tekka_maki,2.97
121,4,37,negi_toro,2.97
121,5,8,toro,2.91
122,1,37,negi_toro,3.99
122,2,7,tamago,3.67
122,3,61,negi_toro_maki,3.63
122,4,79,kurumaebi,3.63
122,5,6,ikura,3.55
123,1,47,tarabagani,3.70
123,2,2,maguro,3.68
123,3,61,negi_toro_maki,3.55
123,4,19,chu_toro,3.53
123,5,3,ika,3.45
124,1,15,samon,3.67
124,2,19,chu_toro,3.54
124,3,61,negi_toro_maki,3.50
124,4,37,negi_toro,3.49
124,5,79,kurumaebi,3.38
125,1,0,ebi,3.73
125,2,26,tekka_maki,3.61
125,3,22,kani,3.49
125,4,37,negi_toro,3.48
125,5,79,kurumaebi,3.44
126,1,22,kani,3.93
126,2,37,negi_toro,3.80
126,3,61,negi_toro_maki,3.75
126,4,15,samon,3.58
126,5,26,tekka_maki,3.50
127,1,8,toro,3.59
127,2,61,negi_toro_maki,3.53
127,3,19,chu_toro,3.53
127,4,79,kurumaebi,3.47
127,5,26,tekka_maki,3.45
128,1,9,amaebi,3.54
128,2,79,kurumaebi,3.39
128,3,3,ika,3.31
128,4,15,samon,3.28
128,5,37,negi_toro,3.25
129,1,22,kani,3.44
129,2,37,negi_toro,3.35
129,3,61,negi_toro_maki,3.33
129,4,2,maguro,3.20
129,5,47,tarabagani,3.12
130,1,37,negi_toro,3.52
130,2,19,chu_toro,3.49
130,3,61,negi_toro_maki,3.38
130,4,79,kurumaebi,3.37
130,5,1,anago,3.36
131,1,37,negi_toro,3.76
131,2,0,ebi,3.55
131,3,15,samon,3.39
131,4,47,tarabagani,3.35
131,5,8,toro,3.35
132,1,47,tarabagani,3.58
132,2,19,chu_toro,3.52
132,3,61,negi_toro_maki,3.48
132,4,53,toro_samon,3.48
132,5,26,tekka_maki,3.47
133,1,9,amaebi,3.31
133,2,7,tamago,3.30
133,3,0,ebi,3.26
133,4,61,negi_toro_maki,3.21
133,5,19,chu_toro,3.19
134,1,2,maguro,3.32
134,2,37,negi_toro,3.13
134,3,27,kanpachi,3.10
134,4,61,negi_toro_maki,3.05
134,5,13,hamachi,2.89
135,1,8,toro,3.62
135,2,3,ika,3.48
135,3,61,negi_toro_maki,3.47
135,4,41,botanebi,3.46
135,5,79,kurumaebi,3.45
136,1,0,ebi,3.49
136,2,15,samon,3.36
136,3,47,tarabagani,3.33
136,4,2,maguro,3.21
136,5,9,amaebi,3.13
137,1,2,maguro,3.37
137,2,11,tai,3.36
137,3,15,samon,3.33
137,4,0,ebi,3.29
137,5,19,chu_toro,3.29
138,1,19,chu_toro,2.98
138,2,37,negi_toro,2.92
138,3,22,kani,2.71
138,4,53,toro_samon,2.66
138,5,61,negi_toro_maki,2.59
139,1,7,tamago,3.86
139,2,0,ebi,3.71
139,3,37,negi_toro,3.62
139,4,6,ikura,3.57
139,5,79,kurumaebi,3.41
140,1,2,maguro,3.83
140,2,22,kani,3.59
140,3,0,ebi,3.58
140,4,47,tarabagani,3.46
140,5,37,negi_toro,3.42
141,1,37,negi_toro,3.08
141,2,19,chu_toro,2.92
141,3,6,ikura,2.91
141,4,79,kurumaebi,2.83
141,5,8,toro,2.82
142,1,53,toro_samon,3.17
142,2,19,chu_toro,3.14
142,3,47,tarabagani,3.12
142,4,15,samon,3.03
142,5,7,tamago,2.99
143,1,15,samon,3.62
143,2,79,kurumaebi,3.56
143,3,19,chu_toro,3.54
143,4,8,toro,3.50
143,5,11,tai,3.49
144,1,9,amaebi,3.75
144,2,11,tai,3.68
144,3,8,toro,3.65
144,4,19,chu_toro,3.63
144,5,37,negi_toro,3.57
145,1,15,samon,3.50
145,2,2,maguro,3.45
145,3,37,negi_toro,3.31
145,4,13,hamachi,3.21
145,5,5,tako,3.08
146,1,15,samon,4.00
146,2,37,negi_toro,4.00
146,3,19,chu_toro,3.94
146,4,61,negi_toro_maki,3.92
146,5,47,tarabagani,3.74
147,1,2,maguro,3.80
147,2,37,negi_toro,3.54
147,3,47,tarabagani,3.51
147,4,41,botanebi,3.48
147,5,61,negi_toro_maki,3.45
148,1,22,kani,3.55
148,2,15,samon,3.44
148,3,47,tarabagani,3.36
148,4,26,tekka_maki,3.27
148,5,79,kurumaebi,3.21
149,1,19,chu_toro,3.69
149,2,37,negi_toro,3.63
149,3,8,toro,3.54
149,4,61,negi_toro_maki,3.46
149,5,53,toro_samon,3.42
150,1,8,toro,3.57
150,2,2,maguro,3.48
150,3,19,chu_toro,3.39
150,4,37,negi_toro,3.29
150,5,15,samon,3.23
151,1,5,tako,3.52
151,2,13,hamachi,3.47
151,3,2,maguro,3.41
151,4,37,negi_toro,3.40
151,5,21,aji,3.38
152,1,0,ebi,4.00
152,2,19,chu_toro,4.00
152,3,61,negi_toro_maki,4.00
152,4,8,toro,4.00
152,5,37,negi_toro,3.98
153,1,22,kani,3.92
153,2,61,negi_toro_maki,3.89
153,3,3,ika,3.84
153,4,8,toro,3.70
153,5,47,tarabagani,3.64
154,1,1,anago,4.00
154,2,19,chu_toro,3.68
154,3,22,kani,3.58
154,4,8,toro,3.42
154,5,47,tarabagani,3.25
155,1,8,toro,2.60
155,2,61,negi_toro_maki,2.51
155,3,2,maguro,2.51
155,4,20,hirame,2.41
155,5,37,negi_toro,2.29
156,1,8,toro,3.96
156,2,19,chu_toro,3.65
156,3,37,negi_toro,3.52
156,4,36,engawa,3.32
156,5,11,tai,3.31
157,1,19,chu_toro,3.93
157,2,9,amaebi,3.84
157,3,0,ebi,3.83
157,4,8,toro,3.80
157,5,47,tarabagani,3.79
158,1,2,maguro,3.57
158,2,1,anago,3.45
158,3,8,toro,3.36
158,4,47,tarabagani,3.31
158,5,19,chu_toro,3.17
159,1,15,samon,3.62
159,2,47,tarabagani,3.49
159,3,22,kani,3.47
159,4,26,tekka_maki,3.39
159,5,1,anago,3.38
160,1,15,samon,3.59
160,2,37,negi_toro,3.43
160,3,19,chu_toro,3.38
160,4,6,ikura,3.16
160,5,36,engawa,3.15
161,1,61,negi_toro_maki,3.80
161,2,8,toro,3.66
161,3,37,negi_toro,3.63
161,4,22,kani,3.63
161,5,19,chu_toro,3.59
162,1,9,amaebi,4.00
162,2,19,chu_toro,3.70
162,3,61,negi_toro_maki,3.55
162,4,22,kani,3.47
162,5,37,negi_toro,3.40
163,1,22,kani,3.48
163,2,47,tarabagani,3.37
163,3,0,ebi,3.37
163,4,79,kurumaebi,3.22
163,5,41,botanebi,3.20
164,1,19,chu_toro,3.93
164,2,2,maguro,3.85
164,3,8,toro,3.79
164,4,9,amaebi,3.72
164,5,37,negi_toro,3.71
165,1,19,chu_toro,3.54
165,2,9,amaebi,3.29
165,3,47,tarabagani,3.27
165,4,2,maguro,3.26
165,5,22,kani,3.26
166,1,19,chu_toro,4.00
166,2,13,hamachi,3.87
166,3,2,maguro,3.86
166,4,22,kani,3.57
166,5,43,inari,3.38
167,1,19,chu_toro,3.93
167,2,47,tarabagani,3.91
167,3,0,ebi,3.88
167,4,14,awabi,3.85
167,5,37,negi_toro,3.83
168,1,19,chu_toro,4.00
168,2,2,maguro,3.68
168,3,11,tai,3.65
168,4,8,toro,3.64
168,5,61,negi_toro_maki,3.58
169,1,8,toro,3.44
169,2,19,chu_toro,3.31
169,3,13,hamachi,3.28
169,4,22,kani,3.21
169,5,11,tai,3.21
170,1,37,negi_toro,3.75
170,2,2,maguro,3.63
170,3,61,negi_toro_maki,3.52
170,4,47,tarabagani,3.49
170,5,3,ika,3.40
171,1,4,uni,4.00
171,2,8,toro,3.91
171,3,37,negi_toro,3.81
171,4,1,anago,3.79
171,5,31,katsuo,3.77
172,1,37,negi_toro,3.66
172,2,79,kurumaebi,3.65
172,3,19,chu_toro,3.62
172,4,20,hirame,3.57
172,5,47,tarabagani,3.48
173,1,9,amaebi,3.49
173,2,8,toro,3.45
173,3,19,chu_toro,3.44
173,4,12,akagai,3.33
173,5,37,negi_toro,3.33
174,1,8,toro,3.45
174,2,12,akagai,3.36
174,3,33,hokkigai,3.33
174,4,10,hotategai,3.22
174,5,6,ikura,3.20
175,1,1,anago,3.44
175,2,15,samon,3.24
175,3,37,negi_toro,3.23
175,4,47,tarabagani,3.21
175,5,2,maguro,3.14
176,1,6,ikura,3.70
176,2,9,amaebi,3.69
176,3,8,toro,3.60
176,4,41,botanebi,3.44
176,5,61,negi_toro_maki,3.44
177,1,0,ebi,3.63
177,2,37,negi_toro,3.62
177,3,2,maguro,3.57
177,4,5,tako,3.39
177,5,47,tarabagani,3.34
178,1,36,engawa,3.32
178,2,7,tamago,3.30
178,3,37,negi_toro,3.28
178,4,61,negi_toro_maki,3.26
178,5,22,kani,3.26
179,1,61,negi_toro_maki,3.74
179,2,79,kurumaebi,3.71
179,3,26,tekka_maki,3.69
179,4,53,toro_samon,3.60
179,5,47,tarabagani,3.50
180,1,1,anago,3.29
180,2,19,chu_toro,3.29
180,3,20,hirame,3.24
180,4,6,ikura,3.17
180,5,37,negi_toro,3.14
181,1,8,toro,3.78
181,2,19,chu_toro,3.43
181,3,37,negi_toro,3.32
181,4,31,katsuo,3.10
181,5,79,kurumaebi,3.06
182,1,53,toro_samon,3.94
182,2,8,toro,3.91
182,3,2,maguro,3.71
182,4,61,negi_toro_maki,3.60
182,5,47,tarabagani,3.57
183,1,8,toro,3.96
183,2,37,negi_toro,3.86
183,3,26,tekka_maki,3.83
183,4,19,chu_toro,3.80
183,5,61,negi_toro_maki,3.79
184,1,2,maguro,3.87
184,2,37,negi_toro,3.78
184,3,47,tarabagani,3.73
184,4,15,samon,3.68
184,5,43,inari,3.67
185,1,8,toro,3.84
185,2,19,chu_toro,3.78
185,3,47,tarabagani,3.74
185,4,79,kurumaebi,3.62
185,5,61,negi_toro_maki,3.58
186,1,6,ikura,3.71
