user_id,rank,item_id,item_name,predicted_rating
34,5,32,iwashi,4.00
35,1,13,hamachi,4.00
35,2,19,chu_toro,4.00
35,3,43,inari,4.00
35,4,62,gyusashi,4.00
35,5,11,tai,3.93
36,1,19,chu_toro,4.00
36,2,8,toro,3.90
36,3,26,tekka_maki,3.83
36,4,41,botanebi,3.79
36,5,79,kurumaebi,3.74
37,1,79,kurumaebi,2.80
37,2,84,kujira,2.73
37,3,15,samon,2.72
37,4,13,hamachi,2.70
37,5,71,sarada_maki,2.64
38,1,2,maguro,4.00
38,2,3,ika,4.00
38,3,4,uni,4.00
38,4,10,hotategai,4.00
38,5,14,awabi,4.00
39,1,54,sanma,3.07
39,2,8,toro,2.74
39,3,15,samon,2.70
39,4,71,sarada_maki,2.64
39,5,4,uni,2.64
40,1,9,amaebi,3.61
40,2,4,uni,3.61
40,3,53,toro_samon,3.38
40,4,21,aji,3.34
40,5,64,basashi,3.19
41,1,1,anago,4.00
41,2,9,amaebi,4.00
41,3,20,hirame,4.00
41,4,31,katsuo,4.00
41,5,36,engawa,4.00
42,1,2,maguro,4.00
42,2,10,hotategai,4.00
42,3,22,kani,4.00
42,4,41,botanebi,4.00
42,5,61,negi_toro_maki,4.00
43,1,21,aji,3.85
43,2,20,hirame,3.46
43,3,53,toro_samon,3.41
43,4,96,hiramasa,3.38
43,5,10,hotategai,3.31
44,1,53,toro_samon,4.00
44,2,91,battera,4.00
44,3,8,toro,3.95
44,4,19,chu_toro,3.91
44,5,18,saba,3.72
45,1,22,kani,3.69
45,2,9,amaebi,3.43
45,3,45,sarada,3.36
45,4,72,mentaiko_maki,3.32
45,5,36,engawa,3.27
46,1,8,toro,4.00
46,2,13,hamachi,4.00
46,3,15,samon,4.00
46,4,19,chu_toro,4.00
46,5,32,iwashi,4.00
47,1,9,amaebi,3.53
47,2,41,botanebi,3.53
47,3,47,tarabagani,3.41
47,4,31,katsuo,3.41
47,5,88,ishigakidai,3.35
48,1,14,awabi,3.91
48,2,91,battera,3.75
48,3,53,toro_samon,3.75
48,4,79,kurumaebi,3.54
48,5,61,negi_toro_maki,3.54
49,1,8,toro,4.00
49,2,25,unagi,3.96
49,3,79,kurumaebi,3.92
49,4,2,maguro,3.87
49,5,0,ebi,3.85
50,1,21,aji,4.00
50,2,32,iwashi,4.00
50,3,73,buri,4.00
50,4,27,kanpachi,3.86
50,5,88,ishigakidai,3.78
51,1,1,anago,4.00
51,2,2,maguro,4.00
51,3,8,toro,4.00
51,4,26,tekka_maki,4.00
51,5,37,negi_toro,4.00
52,1,22,kani,3.24
52,2,8,toro,2.86
52,3,61,negi_toro_maki,2.86
52,4,9,amaebi,2.79
52,5,79,kurumaebi,2.79
53,1,14,awabi,3.14
53,2,20,hirame,2.97
53,3,58,nattou,2.90
53,4,53,toro_samon,2.86
53,5,38,nattou_maki,2.84
54,1,37,negi_toro,4.00
54,2,79,kurumaebi,3.61
54,3,61,negi_toro_maki,3.52
54,4,44,mentaiko,3.52
54,5,51,sazae,3.51
55,1,1,anago,4.00
55,2,6,ikura,4.00
55,3,13,hamachi,4.00
55,4,19,chu_toro,4.00
55,5,20,hirame,4.00
56,1,5,tako,4.00
56,2,9,amaebi,4.00
56,3,14,awabi,4.00
56,4,15,samon,4.00
56,5,19,chu_toro,4.00
57,1,43,inari,3.76
57,2,26,tekka_maki,3.40
57,3,5,tako,3.38
57,4,29,kappa_maki,3.29
57,5,40,takuwan_maki,3.23
58,1,4,uni,4.00
58,2,47,tarabagani,4.00
58,3,58,nattou,4.00
58,4,61,negi_toro_maki,4.00
58,5,9,amaebi,3.93
59,1,1,anago,3.69
59,2,9,amaebi,3.55
59,3,22,kani,3.29
59,4,8,toro,3.26
59,5,15,samon,3.17
60,1,15,samon,4.00
60,2,37,negi_toro,4.00
60,3,47,tarabagani,4.00
60,4,61,negi_toro_maki,4.00
60,5,65,fugu,4.00
61,1,43,inari,4.00
61,2,1,anago,3.93
61,3,79,kurumaebi,3.87
61,4,71,sarada_maki,3.74
61,5,9,amaebi,3.67
62,1,0,ebi,4.00
62,2,26,tekka_maki,4.00
62,3,37,negi_toro,4.00
62,4,47,tarabagani,4.00
62,5,79,kurumaebi,4.00
63,1,2,maguro,4.00
63,2,9,amaebi,4.00
63,3,22,kani,4.00
63,4,31,katsuo,4.00
63,5,57,shirauo,4.00
64,1,12,akagai,4.00
64,2,14,awabi,4.00
64,3,34,shimaaji,4.00
64,4,61,negi_toro_maki,4.00
64,5,76,zuke,4.00
65,1,19,chu_toro,3.87
65,2,53,toro_samon,3.57
65,3,8,toro,3.48
65,4,47,tarabagani,3.44
65,5,58,nattou,3.40
66,1,10,hotategai,4.00
66,2,41,botanebi,4.00
66,3,47,tarabagani,4.00
66,4,48,ume_shiso_maki,4.00
66,5,61,negi_toro_maki,4.00
67,1,2,maguro,4.00
67,2,57,shirauo,4.00
67,3,22,kani,3.98
67,4,20,hirame,3.96
67,5,25,unagi,3.93
68,1,0,ebi,4.00
68,2,7,tamago,4.00
68,3,26,tekka_maki,4.00
68,4,29,kappa_maki,4.00
68,5,43,inari,4.00
69,1,9,amaebi,4.00
69,2,61,negi_toro_maki,4.00
69,3,19,chu_toro,3.92
69,4,4,uni,3.86
69,5,22,kani,3.85
70,1,8,toro,3.56
70,2,79,kurumaebi,3.53
70,3,88,ishigakidai,3.51
70,4,26,tekka_maki,3.44
70,5,2,maguro,3.37
71,1,71,sarada_maki,4.00
71,2,15,samon,3.96
71,3,50,tarako,3.88
71,4,61,negi_toro_maki,3.87
71,5,47,tarabagani,3.86
72,1,6,ikura,4.00
72,2,15,samon,4.00
72,3,37,negi_toro,3.82
72,4,79,kurumaebi,3.80
72,5,8,toro,3.69
73,1,44,mentaiko,2.83
73,2,21,aji,2.50
73,3,12,akagai,2.48
73,4,61,negi_toro_maki,2.46
73,5,51,sazae,2.36
74,1,2,maguro,3.85
74,2,47,tarabagani,3.34
74,3,1,anago,3.32
74,4,88,ishigakidai,3.30
74,5,61,negi_toro_maki,3.25
75,1,14,awabi,4.00
75,2,20,hirame,4.00
75,3,31,katsuo,4.00
75,4,75,ika_nattou,3.82
75,5,33,hokkigai,3.76
76,1,2,maguro,4.00
76,2,8,toro,4.00
76,3,19,chu_toro,4.00
76,4,47,tarabagani,4.00
76,5,53,toro_samon,4.00
77,1,8,toro,4.00
77,2,37,negi_toro,4.00
77,3,43,inari,4.00
77,4,44,mentaiko,4.00
77,5,54,sanma,4.00
78,1,8,toro,4.00
78,2,10,hotategai,4.00
78,3,19,chu_toro,4.00
78,4,47,tarabagani,4.00
78,5,53,toro_samon,4.00
79,1,8,toro,3.94
79,2,44,mentaiko,3.83
79,3,19,chu_toro,3.70
79,4,32,iwashi,3.63
79,5,73,buri,3.57
80,1,79,kurumaebi,3.71
80,2,26,tekka_maki,3.69
80,3,72,mentaiko_maki,3.53
80,4,2,maguro,3.41
80,5,7,tamago,3.35
81,1,2,maguro,4.00
81,2,9,amaebi,4.00
81,3,20,hirame,4.00
81,4,22,kani,4.00
81,5,43,inari,4.00
82,1,8,toro,4.00
82,2,9,amaebi,4.00
82,3,15,samon,4.00
82,4,19,chu_toro,4.00
82,5,25,unagi,4.00
83,1,1,anago,4.00
83,2,2,maguro,4.00
83,3,20,hirame,4.00
83,4,22,kani,4.00
83,5,61,negi_toro_maki,4.00
84,1,25,unagi,3.89
84,2,22,kani,3.83
84,3,26,tekka_maki,3.78
84,4,20,hirame,3.78
84,5,4,uni,3.74
85,1,47,tarabagani,4.00
85,2,19,chu_toro,3.80
85,3,61,negi_toro_maki,3.72
85,4,10,hotategai,3.54
85,5,18,saba,3.51
86,1,0,ebi,4.00
86,2,2,maguro,4.00
86,3,9,amaebi,4.00
86,4,10,hotategai,4.00
86,5,19,chu_toro,4.00
87,1,26,tekka_maki,3.22
87,2,25,unagi,3.14
87,3,79,kurumaebi,3.12
87,4,7,tamago,3.11
87,5,76,zuke,3.03
88,1,15,samon,3.92
88,2,9,amaebi,3.69
88,3,19,chu_toro,3.48
88,4,27,kanpachi,3.44
88,5,22,kani,3.43
89,1,8,toro,3.71
89,2,15,samon,3.46
89,3,37,negi_toro,3.44
89,4,53,toro_samon,3.43
89,5,2,maguro,3.41
90,1,2,maguro,4.00
90,2,41,botanebi,3.68
90,3,10,hotategai,3.67
90,4,19,chu_toro,3.54
90,5,8,toro,3.52
91,1,43,inari,2.99
91,2,48,ume_shiso_maki,2.97
91,3,47,tarabagani,2.86
91,4,19,chu_toro,2.85
91,5,40,takuwan_maki,2.84
92,1,2,maguro,4.00
92,2,8,toro,4.00
92,3,15,samon,4.00
92,4,20,hirame,4.00
92,5,21,aji,4.00
93,1,8,toro,4.00
93,2,15,samon,4.00
93,3,19,chu_toro,4.00
93,4,21,aji,4.00
93,5,76,zuke,4.00
94,1,61,negi_toro_maki,4.00
94,2,58,nattou,3.84
94,3,72,mentaiko_maki,3.84
94,4,43,inari,3.82
94,5,71,sarada_maki,3.79
95,1,2,maguro,3.82
95,2,8,toro,3.74
95,3,47,tarabagani,3.74
95,4,53,toro_samon,3.73
95,5,19,chu_toro,3.66
96,1,14,awabi,3.93
96,2,61,negi_toro_maki,3.85
96,3,12,akagai,3.67
96,4,58,nattou,3.65
96,5,68,hiragai,3.55
97,1,15,samon,3.85
97,2,19,chu_toro,3.67
97,3,57,shirauo,3.15
97,4,37,negi_toro,3.11
97,5,25,unagi,3.08
98,1,11,tai,3.64
98,2,2,maguro,3.57
98,3,22,kani,3.50
98,4,57,shirauo,3.31
98,5,15,samon,3.29
99,1,2,maguro,3.10
99,2,10,hotategai,3.01
99,3,47,tarabagani,2.94
99,4,19,chu_toro,2.93
99,5,0,ebi,2.75
100,1,6,ikura,4.00
100,2,9,amaebi,4.00
100,3,13,hamachi,4.00
100,4,19,chu_toro,4.00
100,5,26,tekka_maki,4.00
101,1,21,aji,3.77
101,2,61,negi_toro_maki,3.50
101,3,71,sarada_maki,3.30
101,4,53,toro_samon,3.19
101,5,47,tarabagani,3.18
102,1,2,maguro,4.00
102,2,10,hotategai,4.00
102,3,19,chu_toro,4.00
102,4,47,tarabagani,4.00
102,5,53,toro_samon,3.87
103,1,14,awabi,4.00
103,2,16,kazunoko,4.00
103,3,24,torigai,4.00
103,4,37,negi_toro,3.99
103,5,65,fugu,3.98
104,1,10,hotategai,4.00
104,2,19,chu_toro,4.00
104,3,37,negi_toro,4.00
104,4,65,fugu,4.00
104,5,73,buri,4.00
105,1,1,anago,4.00
105,2,2,maguro,4.00
105,3,11,tai,4.00
105,4,20,hirame,4.00
105,5,43,inari,4.00
106,1,58,nattou,3.93
106,2,50,tarako,3.51
106,3,47,tarabagani,3.43
106,4,16,kazunoko,3.39
106,5,0,ebi,3.32
107,1,14,awabi,4.00
107,2,12,akagai,3.95
107,3,35,kanimiso,3.91
107,4,67,ana_kyu_maki,3.78
107,5,44,mentaiko,3.74
108,1,6,ikura,4.00
108,2,9,amaebi,4.00
108,3,19,chu_toro,4.00
108,4,47,tarabagani,3.98
108,5,53,toro_samon,3.97
109,1,13,hamachi,3.65
109,2,27,kanpachi,3.58
109,3,26,tekka_maki,3.58
109,4,53,toro_samon,3.36
109,5,37,negi_toro,3.35
110,1,2,maguro,4.00
110,2,6,ikura,4.00
110,3,8,toro,4.00
110,4,11,tai,4.00
110,5,19,chu_toro,4.00
111,1,43,inari,3.79
111,2,1,anago,3.52
111,3,79,kurumaebi,3.42
111,4,72,mentaiko_maki,3.39
111,5,9,amaebi,3.32
112,1,19,chu_toro,3.89
112,2,8,toro,3.85
112,3,53,toro_samon,3.59
112,4,91,battera,3.51
112,5,20,hirame,3.46
113,1,2,maguro,2.47
113,2,0,ebi,2.43
113,3,20,hirame,2.36
113,4,25,unagi,2.34
113,5,79,kurumaebi,2.20
114,1,2,maguro,4.00
114,2,22,kani,3.89
114,3,20,hirame,3.73
114,4,31,katsuo,3.66
114,5,57,shirauo,3.42
115,1,37,negi_toro,4.00
115,2,6,ikura,3.76
115,3,15,samon,3.58
115,4,33,hokkigai,3.41
115,5,57,shirauo,3.41
116,1,79,kurumaebi,3.66
116,2,61,negi_toro_maki,3.60
116,3,88,ishigakidai,3.48
116,4,26,tekka_maki,3.40
116,5,43,inari,3.39
117,1,54,sanma,3.51
117,2,9,amaebi,3.46
117,3,8,toro,3.45
117,4,71,sarada_maki,3.17
117,5,27,kanpachi,3.16
118,1,59,ankimo,4.00
118,2,4,uni,3.71
118,3,68,hiragai,3.60
118,4,79,kurumaebi,3.51
118,5,61,negi_toro_maki,3.38
119,1,59,ankimo,4.00
119,2,58,nattou,3.97
119,3,68,hiragai,3.84
119,4,35,kanimiso,3.55
119,5,16,kazunoko,3.46
120,1,1,anago,4.00
120,2,2,maguro,4.00
120,3,8,toro,4.00
120,4,9,amaebi,4.00
120,5,10,hotategai,4.00
121,1,29,kappa_maki,3.53
121,2,79,kurumaebi,3.01
121,3,26,tekka_maki,2.87
121,4,74,shiso_maki,2.84
121,5,37,negi_toro,2.81
122,1,6,ikura,4.00
122,2,7,tamago,4.00
122,3,13,hamachi,4.00
122,4,15,samon,4.00
122,5,26,tekka_maki,4.00
123,1,61,negi_toro_maki,4.00
123,2,19,chu_toro,3.94
123,3,3,ika,3.60
123,4,43,inari,3.59
123,5,47,tarabagani,3.50
124,1,9,amaebi,3.62
124,2,41,botanebi,3.48
124,3,80,mekabu,3.27
124,4,50,tarako,3.17
124,5,35,kanimiso,3.16
125,1,37,negi_toro,3.95
125,2,7,tamago,3.92
125,3,27,kanpachi,3.86
125,4,35,kanimiso,3.84
125,5,15,samon,3.74
126,1,0,ebi,4.00
126,2,1,anago,4.00
126,3,8,toro,4.00
126,4,9,amaebi,4.00
126,5,19,chu_toro,4.00
127,1,19,chu_toro,4.00
127,2,53,toro_samon,3.86
127,3,8,toro,3.77
127,4,0,ebi,3.39
127,5,10,hotategai,3.37
128,1,2,maguro,4.00
128,2,37,negi_toro,3.54
128,3,22,kani,3.47
128,4,19,chu_toro,3.45
128,5,38,nattou_maki,3.43
129,1,2,maguro,4.00
129,2,10,hotategai,4.00
129,3,37,negi_toro,4.00
129,4,65,fugu,4.00
129,5,38,nattou_maki,3.92
130,1,47,tarabagani,4.00
130,2,37,negi_toro,3.86
130,3,2,maguro,3.80
130,4,41,botanebi,3.57
130,5,7,tamago,3.41
131,1,7,tamago,4.00
131,2,8,toro,4.00
131,3,13,hamachi,4.00
131,4,27,kanpachi,4.00
131,5,37,negi_toro,4.00
132,1,34,shimaaji,4.00
132,2,41,botanebi,4.00
132,3,14,awabi,3.76
132,4,2,maguro,3.68
132,5,3,ika,3.63
133,1,0,ebi,3.51
133,2,53,toro_samon,3.47
133,3,9,amaebi,3.43
133,4,47,tarabagani,3.34
133,5,8,toro,3.20
134,1,79,kurumaebi,3.49
134,2,1,anago,3.33
134,3,8,toro,3.20
134,4,76,zuke,3.17
134,5,37,negi_toro,3.11
135,1,37,negi_toro,3.89
135,2,8,toro,3.83
135,3,2,maguro,3.68
135,4,61,negi_toro_maki,3.64
135,5,41,botanebi,3.61
136,1,0,ebi,4.00
136,2,2,maguro,4.00
136,3,8,toro,4.00
136,4,10,hotategai,4.00
136,5,41,botanebi,4.00
137,1,79,kurumaebi,3.82
137,2,5,tako,3.55
137,3,25,unagi,3.53
137,4,15,samon,3.30
137,5,8,toro,3.27
138,1,19,chu_toro,2.18
138,2,11,tai,2.17
138,3,45,sarada,2.16
138,4,38,nattou_maki,2.10
138,5,27,kanpachi,1.98
139,1,8,toro,4.00
139,2,13,hamachi,4.00
139,3,16,kazunoko,4.00
139,4,19,chu_toro,4.00
139,5,33,hokkigai,4.00
140,1,45,sarada,4.00
140,2,6,ikura,3.62
140,3,53,toro_samon,3.60
140,4,19,chu_toro,3.58
140,5,22,kani,3.57
141,1,13,hamachi,2.67
141,2,43,inari,2.32
141,3,19,chu_toro,2.27
141,4,31,katsuo,2.20
141,5,71,sarada_maki,2.19
142,1,25,unagi,3.65
142,2,79,kurumaebi,3.22
142,3,72,mentaiko_maki,3.21
142,4,4,uni,3.17
142,5,59,ankimo,3.13
143,1,65,fugu,4.00
143,2,19,chu_toro,3.96
143,3,11,tai,3.94
143,4,34,shimaaji,3.90
143,5,28,mirugai,3.86
144,1,1,anago,4.00
144,2,8,toro,4.00
144,3,9,amaebi,4.00
144,4,13,hamachi,4.00
144,5,15,samon,4.00
145,1,0,ebi,3.12
145,2,18,saba,2.95
145,3,2,maguro,2.90
145,4,9,amaebi,2.89
145,5,11,tai,2.80
146,1,0,ebi,4.00
146,2,2,maguro,4.00
146,3,3,ika,4.00
146,4,9,amaebi,4.00
146,5,19,chu_toro,4.00
147,1,13,hamachi,4.00
147,2,19,chu_toro,4.00
147,3,9,amaebi,3.93
147,4,26,tekka_maki,3.88
147,5,27,kanpachi,3.78
148,1,41,botanebi,3.43
148,2,61,negi_toro_maki,3.39
148,3,47,tarabagani,3.22
148,4,0,ebi,3.18
148,5,79,kurumaebi,3.18
149,1,15,samon,4.00
149,2,8,toro,3.37
149,3,79,kurumaebi,3.35
149,4,41,botanebi,3.30
149,5,25,unagi,3.26
150,1,29,kappa_maki,3.95
150,2,2,maguro,3.71
150,3,7,tamago,3.69
150,4,41,botanebi,3.68
150,5,70,ume_maki,3.65
151,1,79,kurumaebi,3.76
151,2,37,negi_toro,3.75
151,3,19,chu_toro,3.71
151,4,13,hamachi,3.56
151,5,66,tsubugai,3.54
152,1,0,ebi,4.00
152,2,8,toro,4.00
152,3,19,chu_toro,4.00
152,4,21,aji,4.00
152,5,26,tekka_maki,4.00
153,1,6,ikura,4.00
153,2,8,toro,4.00
153,3,15,samon,4.00
153,4,19,chu_toro,4.00
153,5,25,unagi,4.00
154,1,13,hamachi,4.00
154,2,8,toro,3.90
154,3,1,anago,3.60
154,4,31,katsuo,3.49
154,5,33,hokkigai,3.43
155,1,8,toro,2.01
155,2,44,mentaiko,1.92
155,3,27,kanpachi,1.82
155,4,76,zuke,1.81
155,5,11,tai,1.75
156,1,68,hiragai,4.00
156,2,24,torigai,3.85
156,3,59,ankimo,3.67
156,4,85,kamo,3.62
156,5,12,akagai,3.54
157,1,61,negi_toro_maki,4.00
157,2,43,inari,4.00
157,3,37,negi_toro,3.97
157,4,9,amaebi,3.94
157,5,0,ebi,3.93
158,1,9,amaebi,3.98
158,2,22,kani,3.66
158,3,54,sanma,3.50
158,4,76,zuke,3.49
158,5,36,engawa,3.35
159,1,8,toro,3.70
159,2,21,aji,3.63
159,3,9,amaebi,3.54
159,4,11,tai,3.43
159,5,43,inari,3.41
160,1,79,kurumaebi,3.24
160,2,37,negi_toro,3.06
160,3,0,ebi,2.83
160,4,2,maguro,2.79
160,5,41,botanebi,2.76
161,1,21,aji,4.00
161,2,27,kanpachi,4.00
161,3,47,tarabagani,4.00
161,4,8,toro,3.93
161,5,53,toro_samon,3.86
162,1,47,tarabagani,3.89
162,2,2,maguro,3.72
162,3,61,negi_toro_maki,3.58
162,4,19,chu_toro,3.51
162,5,52,aoyagi,3.42
163,1,48,ume_shiso_maki,4.00
163,2,58,nattou,4.00
163,3,28,mirugai,3.78
163,4,6,ikura,3.71
163,5,99,kaki,3.60
164,1,9,amaebi,4.00
164,2,36,engawa,4.00
164,3,71,sarada_maki,4.00
164,4,72,mentaiko_maki,3.93
164,5,22,kani,3.91
165,1,1,anago,4.00
165,2,10,hotategai,4.00
165,3,12,akagai,4.00
165,4,36,engawa,4.00
165,5,44,mentaiko,4.00
166,1,0,ebi,4.00
166,2,2,maguro,4.00
166,3,5,tako,4.00
166,4,6,ikura,4.00
166,5,9,amaebi,4.00
167,1,0,ebi,4.00
167,2,2,maguro,4.00
167,3,3,ika,4.00
167,4,7,tamago,4.00
167,5,9,amaebi,4.00
168,1,2,maguro,4.00
168,2,39,sayori,3.77
168,3,41,botanebi,3.67
168,4,19,chu_toro,3.63
168,5,53,toro_samon,3.60
169,1,13,hamachi,4.00
169,2,19,chu_toro,4.00
169,3,73,buri,3.72
169,4,62,gyusashi,3.65
169,5,53,toro_samon,3.65
170,1,4,uni,4.00
170,2,41,botanebi,4.00
170,3,59,ankimo,3.92
170,4,79,kurumaebi,3.78
170,5,35,kanimiso,3.72
171,1,1,anago,4.00
171,2,8,toro,4.00
171,3,9,amaebi,4.00
171,4,15,samon,4.00
171,5,19,chu_toro,4.00
172,1,19,chu_toro,4.00
172,2,43,inari,4.00
172,3,37,negi_toro,3.92
172,4,0,ebi,3.88
172,5,53,toro_samon,3.68
173,1,33,hokkigai,4.00
173,2,53,toro_samon,3.66
173,3,19,chu_toro,3.52
173,4,8,toro,3.50
173,5,14,awabi,3.46
174,1,65,fugu,3.44
174,2,15,samon,3.43
174,3,41,botanebi,3.37
174,4,22,kani,3.26
174,5,50,tarako,3.18
175,1,22,kani,2.51
175,2,20,hirame,2.44
175,3,9,amaebi,2.27
175,4,14,awabi,2.27
175,5,15,samon,2.27
176,1,0,ebi,4.00
176,2,25,unagi,4.00
176,3,26,tekka_maki,4.00
176,4,72,mentaiko_maki,4.00
176,5,79,kurumaebi,4.00
177,1,2,maguro,3.81
177,2,37,negi_toro,3.77
177,3,19,chu_toro,3.72
177,4,47,tarabagani,3.68
177,5,7,tamago,3.65
178,1,61,negi_toro_maki,3.45
178,2,15,samon,3.32
178,3,19,chu_toro,3.29
178,4,37,negi_toro,3.11
178,5,22,kani,3.08
179,1,53,toro_samon,4.00
179,2,19,chu_toro,3.58
179,3,15,samon,3.54
179,4,47,tarabagani,3.46
179,5,1,anago,3.46
180,1,19,chu_toro,3.65
180,2,53,toro_samon,3.45
180,3,9,amaebi,3.36
180,4,88,ishigakidai,3.26
180,5,18,saba,3.23
181,1,39,sayori,3.95
181,2,24,torigai,3.71
181,3,48,ume_shiso_maki,3.71
181,4,58,nattou,3.67
181,5,37,negi_toro,3.62
182,1,6,ikura,4.00
182,2,10,hotategai,4.00
182,3,14,awabi,4.00
182,4,47,tarabagani,4.00
182,5,48,ume_shiso_maki,4.00
183,1,2,maguro,4.00
183,2,11,tai,4.00
183,3,15,samon,4.00
183,4,19,chu_toro,4.00
183,5,21,aji,4.00
184,1,13,hamachi,3.69
184,2,27,kanpachi,3.69
184,3,4,uni,3.62
184,4,72,mentaiko_maki,3.60
184,5,73,buri,3.60
185,1,15,samon,4.00
185,2,53,toro_samon,4.00
185,3,19,chu_toro,3.77
185,4,21,aji,3.76
185,5,73,buri,3.67
186,1,14,awabi,4.00
186,2,20,hirame,4.00
186,3,79,kurumaebi,4.00
186,4,15,samon,3.91
186,5,6,ikura,3.86
