user_id,rank,item_id,item_name,predicted_score
57,4,62,gyusashi,2.47
57,5,58,nattou,2.45
58,1,71,sarada_maki,4.18
58,2,79,kurumaebi,4.11
58,3,15,samon,4.09
58,4,9,amaebi,4.05
58,5,57,shirauo,3.85
59,1,47,tarabagani,3.43
59,2,79,kurumaebi,3.16
59,3,34,shimaaji,3.07
59,4,74,shiso_maki,3.03
59,5,26,tekka_maki,3.03
60,1,15,samon,4.54
60,2,45,sarada,4.25
60,3,25,unagi,4.21
60,4,6,ikura,4.12
60,5,8,toro,3.99
61,1,8,toro,4.73
61,2,9,amaebi,4.35
61,3,22,kani,4.32
61,4,76,zuke,4.09
61,5,43,inari,4.06
62,1,37,negi_toro,4.06
62,2,62,gyusashi,3.93
62,3,2,maguro,3.90
62,4,45,sarada,3.82
62,5,65,fugu,3.71
63,1,61,negi_toro_maki,4.62
63,2,38,nattou_maki,4.19
63,3,79,kurumaebi,4.13
63,4,15,samon,4.02
63,5,47,tarabagani,3.99
64,1,0,ebi,5.87
64,2,7,tamago,4.96
64,3,70,ume_maki,4.87
64,4,61,negi_toro_maki,4.85
64,5,79,kurumaebi,4.77
65,1,53,toro_samon,4.36
65,2,8,toro,4.35
65,3,19,chu_toro,4.08
65,4,41,botanebi,4.07
65,5,48,ume_shiso_maki,3.97
66,1,8,toro,5.12
66,2,15,samon,5.06
66,3,41,botanebi,4.85
66,4,53,toro_samon,4.82
66,5,47,tarabagani,4.77
67,1,19,chu_toro,4.44
67,2,37,negi_toro,4.27
67,3,53,toro_samon,4.16
67,4,17,shako,4.03
67,5,26,tekka_maki,4.02
68,1,79,kurumaebi,3.84
68,2,19,chu_toro,3.79
68,3,26,tekka_maki,3.52
68,4,8,toro,3.29
68,5,17,shako,3.24
69,1,19,chu_toro,4.28
69,2,7,tamago,4.03
69,3,45,sarada,3.88
69,4,61,negi_toro_maki,3.87
69,5,10,hotategai,3.87
70,1,36,engawa,3.77
70,2,37,negi_toro,3.62
70,3,20,hirame,3.44
70,4,27,kanpachi,3.34
70,5,15,samon,3.21
71,1,1,anago,3.60
71,2,11,tai,3.59
71,3,61,negi_toro_maki,3.35
71,4,71,sarada_maki,3.23
71,5,46,suzuki,3.20
72,1,79,kurumaebi,3.43
72,2,56,nasu,3.37
72,3,53,toro_samon,3.36
72,4,83,sasami,3.36
72,5,61,negi_toro_maki,3.33
73,1,32,iwashi,3.30
73,2,54,sanma,3.04
73,3,52,aoyagi,2.96
73,4,27,kanpachi,2.83
73,5,31,katsuo,2.75
74,1,37,negi_toro,3.78
74,2,22,kani,3.72
74,3,61,negi_toro_maki,3.70
74,4,14,awabi,3.65
74,5,44,mentaiko,3.65
75,1,47,tarabagani,4.42
75,2,61,negi_toro_maki,4.41
75,3,8,toro,4.29
75,4,65,fugu,3.95
75,5,37,negi_toro,3.74
76,1,27,kanpachi,4.34
76,2,2,maguro,4.19
76,3,3,ika,4.00
76,4,20,hirame,4.00
76,5,47,tarabagani,3.93
77,1,79,kurumaebi,4.76
77,2,8,toro,4.21
77,3,53,toro_samon,4.20
77,4,43,inari,4.11
77,5,61,negi_toro_maki,4.08
78,1,19,chu_toro,5.09
78,2,37,negi_toro,4.60
78,3,13,hamachi,4.31
78,4,53,toro_samon,4.23
78,5,8,toro,4.18
79,1,26,tekka_maki,4.02
79,2,47,tarabagani,3.91
79,3,3,ika,3.85
79,4,25,unagi,3.79
79,5,4,uni,3.77
80,1,9,amaebi,4.23
80,2,76,zuke,4.08
80,3,73,buri,4.00
80,4,2,maguro,3.99
80,5,71,sarada_maki,3.99
81,1,37,negi_toro,4.49
81,2,22,kani,4.43
81,3,61,negi_toro_maki,4.37
81,4,44,mentaiko,4.11
81,5,41,botanebi,3.99
82,1,53,toro_samon,5.32
82,2,72,mentaiko_maki,4.73
82,3,50,tarako,4.60
82,4,79,kurumaebi,4.60
82,5,41,botanebi,4.59
83,1,61,negi_toro_maki,5.15
83,2,47,tarabagani,4.87
83,3,20,hirame,4.41
83,4,11,tai,4.30
83,5,74,shiso_maki,4.19
84,1,76,zuke,4.47
84,2,37,negi_toro,4.32
84,3,15,samon,4.31
84,4,0,ebi,4.07
84,5,7,tamago,4.05
85,1,71,sarada_maki,3.45
85,2,15,samon,3.30
85,3,7,tamago,3.26
85,4,76,zuke,3.23
85,5,53,toro_samon,3.19
86,1,19,chu_toro,4.44
86,2,61,negi_toro_maki,4.28
86,3,2,maguro,4.22
86,4,47,tarabagani,4.10
86,5,15,samon,3.98
87,1,53,toro_samon,3.86
87,2,9,amaebi,3.44
87,3,48,ume_shiso_maki,3.40
87,4,41,botanebi,3.26
87,5,26,tekka_maki,3.19
88,1,37,negi_toro,3.59
88,2,79,kurumaebi,3.46
88,3,61,negi_toro_maki,3.45
88,4,1,anago,3.41
88,5,30,geso,3.38
89,1,22,kani,3.29
89,2,13,hamachi,3.11
89,3,2,maguro,3.09
89,4,37,negi_toro,3.08
89,5,48,ume_shiso_maki,3.06
90,1,61,negi_toro_maki,4.01
90,2,0,ebi,4.00
90,3,47,tarabagani,3.89
90,4,37,negi_toro,3.78
90,5,74,shiso_maki,3.65
91,1,76,zuke,3.17
91,2,71,sarada_maki,3.11
91,3,9,amaebi,3.01
91,4,6,ikura,3.01
91,5,22,kani,2.76
92,1,53,toro_samon,4.81
92,2,21,aji,4.62
92,3,43,inari,4.60
92,4,50,tarako,4.53
92,5,9,amaebi,4.52
93,1,1,anago,3.84
93,2,37,negi_toro,3.73
93,3,31,katsuo,3.72
93,4,27,kanpachi,3.42
93,5,43,inari,3.24
94,1,75,ika_nattou,4.05
94,2,14,awabi,3.97
94,3,20,hirame,3.96
94,4,41,botanebi,3.92
94,5,59,ankimo,3.83
95,1,3,ika,4.21
95,2,37,negi_toro,4.20
95,3,44,mentaiko,4.06
95,4,0,ebi,3.95
95,5,79,kurumaebi,3.88
96,1,47,tarabagani,3.47
96,2,8,toro,3.47
96,3,35,kanimiso,3.34
96,4,41,botanebi,3.20
96,5,56,nasu,3.17
97,1,19,chu_toro,4.06
97,2,26,tekka_maki,3.70
97,3,79,kurumaebi,3.68
97,4,53,toro_samon,3.60
97,5,9,amaebi,3.45
98,1,2,maguro,4.08
98,2,15,samon,4.07
98,3,6,ikura,3.71
98,4,91,battera,3.70
98,5,7,tamago,3.67
99,1,79,kurumaebi,3.12
99,2,0,ebi,3.04
99,3,41,botanebi,2.89
99,4,19,chu_toro,2.86
99,5,61,negi_toro_maki,2.78
100,1,19,chu_toro,5.57
100,2,2,maguro,5.01
100,3,61,negi_toro_maki,4.90
100,4,43,inari,4.87
100,5,22,kani,4.83
101,1,10,hotategai,3.44
101,2,19,chu_toro,3.36
101,3,61,negi_toro_maki,3.31
101,4,12,akagai,3.09
101,5,47,tarabagani,3.03
102,1,9,amaebi,4.11
102,2,37,negi_toro,4.11
102,3,6,ikura,4.08
102,4,8,toro,4.04
102,5,10,hotategai,4.03
103,1,41,botanebi,4.95
103,2,12,akagai,4.94
103,3,50,tarako,4.73
103,4,47,tarabagani,4.45
103,5,68,hiragai,4.21
104,1,7,tamago,4.21
104,2,45,sarada,3.99
104,3,37,negi_toro,3.80
104,4,27,kanpachi,3.65
104,5,19,chu_toro,3.52
105,1,41,botanebi,4.48
105,2,50,tarako,4.33
105,3,20,hirame,4.22
105,4,61,negi_toro_maki,4.17
105,5,26,tekka_maki,4.08
106,1,19,chu_toro,3.84
106,2,9,amaebi,3.71
106,3,2,maguro,3.54
106,4,21,aji,3.34
106,5,22,kani,3.29
107,1,47,tarabagani,3.81
107,2,67,ana_kyu_maki,3.72
107,3,6,ikura,3.71
107,4,41,botanebi,3.42
107,5,9,amaebi,3.41
108,1,47,tarabagani,4.46
108,2,18,saba,4.34
108,3,53,toro_samon,4.33
108,4,96,hiramasa,4.24
108,5,43,inari,4.20
109,1,79,kurumaebi,3.92
109,2,61,negi_toro_maki,3.88
109,3,0,ebi,3.72
109,4,37,negi_toro,3.59
109,5,26,tekka_maki,3.59
110,1,19,chu_toro,4.85
110,2,8,toro,4.79
110,3,9,amaebi,4.61
110,4,11,tai,4.55
110,5,37,negi_toro,4.51
111,1,19,chu_toro,4.41
111,2,22,kani,3.66
111,3,76,zuke,3.57
111,4,79,kurumaebi,3.40
111,5,57,shirauo,3.31
112,1,79,kurumaebi,4.51
112,2,53,toro_samon,4.09
112,3,15,samon,3.97
112,4,72,mentaiko_maki,3.74
112,5,2,maguro,3.63
113,1,83,sasami,3.44
113,2,0,ebi,3.44
113,3,70,ume_maki,3.26
113,4,61,negi_toro_maki,3.12
113,5,79,kurumaebi,3.06
114,1,37,negi_toro,3.68
114,2,96,hiramasa,3.68
114,3,74,shiso_maki,3.62
114,4,47,tarabagani,3.58
114,5,21,aji,3.53
115,1,79,kurumaebi,4.19
115,2,61,negi_toro_maki,3.90
115,3,43,inari,3.74
115,4,53,toro_samon,3.69
115,5,12,akagai,3.63
116,1,9,amaebi,4.32
116,2,71,sarada_maki,4.07
116,3,20,hirame,3.90
116,4,76,zuke,3.82
116,5,73,buri,3.82
117,1,19,chu_toro,3.27
117,2,8,toro,3.15
117,3,26,tekka_maki,3.10
117,4,79,kurumaebi,2.91
117,5,18,saba,2.65
118,1,35,kanimiso,4.81
118,2,83,sasami,4.67
118,3,16,kazunoko,4.64
118,4,44,mentaiko,4.30
118,5,56,nasu,4.28
119,1,6,ikura,3.75
119,2,67,ana_kyu_maki,3.69
119,3,75,ika_nattou,3.42
119,4,49,komochi_konbu,3.37
119,5,14,awabi,3.34
120,1,2,maguro,5.70
120,2,79,kurumaebi,5.45
120,3,26,tekka_maki,5.13
120,4,9,amaebi,5.08
120,5,13,hamachi,5.04
121,1,11,tai,3.66
121,2,37,negi_toro,3.30
121,3,45,sarada,3.00
121,4,19,chu_toro,2.89
121,5,62,gyusashi,2.70
122,1,37,negi_toro,5.09
122,2,1,anago,4.76
122,3,11,tai,4.53
122,4,7,tamago,4.16
122,5,61,negi_toro_maki,4.11
123,1,38,nattou_maki,4.27
123,2,58,nattou,4.19
123,3,61,negi_toro_maki,4.13
123,4,0,ebi,3.96
123,5,76,zuke,3.84
124,1,53,toro_samon,3.88
124,2,75,ika_nattou,3.55
124,3,15,samon,3.37
124,4,72,mentaiko_maki,3.29
124,5,41,botanebi,3.27
125,1,61,negi_toro_maki,3.84
125,2,79,kurumaebi,3.77
125,3,47,tarabagani,3.72
125,4,26,tekka_maki,3.60
125,5,25,unagi,3.40
126,1,0,ebi,4.62
126,2,3,ika,4.55
126,3,37,negi_toro,4.53
126,4,26,tekka_maki,4.49
126,5,19,chu_toro,4.44
127,1,8,toro,3.80
127,2,79,kurumaebi,3.72
127,3,26,tekka_maki,3.63
127,4,19,chu_toro,3.61
127,5,45,sarada,3.54
128,1,37,negi_toro,4.25
128,2,14,awabi,3.84
128,3,15,samon,3.76
128,4,3,ika,3.48
128,5,38,nattou_maki,3.48
129,1,43,inari,3.70
129,2,36,engawa,3.51
129,3,25,unagi,3.48
129,4,45,sarada,3.44
129,5,10,hotategai,3.36
130,1,3,ika,4.30
130,2,6,ikura,3.72
130,3,26,tekka_maki,3.61
130,4,58,nattou,3.60
130,5,19,chu_toro,3.51
131,1,79,kurumaebi,4.76
131,2,47,tarabagani,4.46
131,3,61,negi_toro_maki,4.34
131,4,0,ebi,4.30
131,5,9,amaebi,4.08
132,1,0,ebi,4.15
132,2,51,sazae,3.88
132,3,76,zuke,3.86
132,4,79,kurumaebi,3.83
132,5,35,kanimiso,3.83
133,1,1,anago,4.72
133,2,37,negi_toro,4.12
133,3,38,nattou_maki,3.81
133,4,67,ana_kyu_maki,3.65
133,5,6,ikura,3.58
134,1,2,maguro,3.62
134,2,22,kani,3.26
134,3,13,hamachi,3.09
134,4,76,zuke,3.08
134,5,60,kanpyo_maki,3.07
135,1,37,negi_toro,3.94
135,2,26,tekka_maki,3.89
135,3,79,kurumaebi,3.77
135,4,2,maguro,3.71
135,5,41,botanebi,3.71
136,1,53,toro_samon,4.62
136,2,6,ikura,4.24
136,3,37,negi_toro,4.19
136,4,66,tsubugai,4.16
136,5,95,karei,4.10
137,1,79,kurumaebi,3.71
137,2,0,ebi,3.64
137,3,9,amaebi,3.59
137,4,4,uni,3.34
137,5,19,chu_toro,3.24
138,1,45,sarada,2.32
138,2,7,tamago,2.22
138,3,62,gyusashi,2.04
138,4,37,negi_toro,2.03
138,5,80,mekabu,1.99
139,1,6,ikura,4.79
139,2,71,sarada_maki,4.41
139,3,67,ana_kyu_maki,3.75
139,4,58,nattou,3.66
139,5,57,shirauo,3.65
140,1,10,hotategai,3.97
140,2,13,hamachi,3.84
140,3,32,iwashi,3.81
140,4,73,buri,3.77
140,5,47,tarabagani,3.68
141,1,7,tamago,3.35
141,2,0,ebi,3.11
141,3,60,kanpyo_maki,3.10
141,4,2,maguro,2.96
141,5,35,kanimiso,2.96
142,1,76,zuke,3.90
142,2,71,sarada_maki,3.30
142,3,59,ankimo,3.29
142,4,79,kurumaebi,3.18
142,5,73,buri,3.03
143,1,15,samon,4.67
143,2,43,inari,4.48
143,3,27,kanpachi,4.03
143,4,8,toro,4.02
143,5,64,basashi,3.96
144,1,75,ika_nattou,4.63
144,2,15,samon,4.57
144,3,13,hamachi,4.30
144,4,14,awabi,4.26
144,5,72,mentaiko_maki,4.24
145,1,37,negi_toro,3.91
145,2,41,botanebi,3.43
145,3,22,kani,3.40
145,4,26,tekka_maki,3.28
145,5,11,tai,3.28
146,1,47,tarabagani,4.77
146,2,61,negi_toro_maki,4.70
146,3,20,hirame,4.39
146,4,79,kurumaebi,4.18
146,5,9,amaebi,4.17
147,1,8,toro,4.20
147,2,76,zuke,4.09
147,3,9,amaebi,4.08
147,4,71,sarada_maki,4.01
147,5,2,maguro,3.92
148,1,79,kurumaebi,3.30
148,2,61,negi_toro_maki,3.17
148,3,58,nattou,3.08
148,4,30,geso,3.06
148,5,0,ebi,3.00
149,1,9,amaebi,3.63
149,2,41,botanebi,3.57
149,3,53,toro_samon,3.44
149,4,47,tarabagani,3.43
149,5,67,ana_kyu_maki,3.29
150,1,27,kanpachi,4.27
150,2,54,sanma,4.14
150,3,91,battera,3.94
150,4,15,samon,3.74
150,5,2,maguro,3.70
151,1,91,battera,3.59
151,2,61,negi_toro_maki,3.32
151,3,47,tarabagani,3.25
151,4,34,shimaaji,3.22
151,5,37,negi_toro,3.21
152,1,3,ika,5.07
152,2,2,maguro,4.82
152,3,10,hotategai,4.81
152,4,37,negi_toro,4.73
152,5,79,kurumaebi,4.70
153,1,79,kurumaebi,4.63
153,2,47,tarabagani,4.33
153,3,61,negi_toro_maki,4.26
153,4,37,negi_toro,4.15
153,5,19,chu_toro,4.15
154,1,4,uni,4.70
154,2,6,ikura,3.91
154,3,8,toro,3.75
154,4,33,hokkigai,3.65
154,5,79,kurumaebi,3.60
155,1,70,ume_maki,3.89
155,2,83,sasami,3.63
155,3,30,geso,2.91
155,4,79,kurumaebi,2.89
155,5,62,gyusashi,2.69
156,1,19,chu_toro,4.28
156,2,8,toro,4.23
156,3,48,ume_shiso_maki,3.94
156,4,41,botanebi,3.53
156,5,51,sazae,3.41
157,1,10,hotategai,3.88
157,2,61,negi_toro_maki,3.85
157,3,41,botanebi,3.79
157,4,47,tarabagani,3.73
157,5,45,sarada,3.62
158,1,53,toro_samon,3.02
158,2,14,awabi,2.96
158,3,64,basashi,2.86
158,4,79,kurumaebi,2.85
158,5,50,tarako,2.75
159,1,41,botanebi,3.69
159,2,0,ebi,3.61
159,3,47,tarabagani,3.61
159,4,26,tekka_maki,3.42
159,5,37,negi_toro,3.36
160,1,27,kanpachi,3.07
160,2,20,hirame,2.94
160,3,32,iwashi,2.89
160,4,47,tarabagani,2.80
160,5,6,ikura,2.77
161,1,61,negi_toro_maki,4.22
161,2,19,chu_toro,4.19
161,3,47,tarabagani,4.15
161,4,22,kani,4.11
161,5,2,maguro,4.03
162,1,35,kanimiso,3.92
162,2,19,chu_toro,3.67
162,3,41,botanebi,3.59
162,4,38,nattou_maki,3.58
162,5,58,nattou,3.49
163,1,75,ika_nattou,4.28
163,2,12,akagai,3.77
163,3,79,kurumaebi,3.73
163,4,13,hamachi,3.72
163,5,50,tarako,3.72
164,1,79,kurumaebi,4.53
164,2,2,maguro,4.15
164,3,37,negi_toro,4.10
164,4,61,negi_toro_maki,4.10
164,5,47,tarabagani,4.06
165,1,22,kani,3.84
165,2,20,hirame,3.41
165,3,19,chu_toro,3.38
165,4,87,tobiuo,3.21
165,5,3,ika,3.21
166,1,5,tako,4.45
166,2,15,samon,4.25
166,3,61,negi_toro_maki,4.22
166,4,62,gyusashi,4.09
166,5,2,maguro,4.03
167,1,53,toro_samon,4.70
167,2,79,kurumaebi,4.62
167,3,13,hamachi,4.61
167,4,37,negi_toro,4.53
167,5,47,tarabagani,4.52
168,1,54,sanma,4.04
168,2,32,iwashi,3.90
168,3,2,maguro,3.84
168,4,27,kanpachi,3.79
168,5,37,negi_toro,3.68
169,1,1,anago,4.30
169,2,43,inari,3.76
169,3,22,kani,3.70
169,4,36,engawa,3.63
169,5,91,battera,3.58
170,1,76,zuke,4.04
170,2,19,chu_toro,4.03
170,3,69,okura,3.98
170,4,91,battera,3.68
170,5,2,maguro,3.67
171,1,2,maguro,4.29
171,2,19,chu_toro,4.20
171,3,9,amaebi,4.08
171,4,61,negi_toro_maki,4.03
171,5,22,kani,3.93
172,1,41,botanebi,4.24
172,2,71,sarada_maki,4.04
172,3,10,hotategai,3.92
172,4,25,unagi,3.92
172,5,46,suzuki,3.87
173,1,37,negi_toro,4.15
173,2,79,kurumaebi,3.75
173,3,0,ebi,3.66
173,4,8,toro,3.66
173,5,41,botanebi,3.62
174,1,53,toro_samon,3.78
174,2,72,mentaiko_maki,3.72
174,3,8,toro,3.72
174,4,1,anago,3.55
174,5,79,kurumaebi,3.51
175,1,47,tarabagani,2.14
175,2,2,maguro,2.09
175,3,53,toro_samon,2.05
175,4,57,shirauo,2.04
175,5,25,unagi,2.02
176,1,8,toro,4.31
176,2,53,toro_samon,4.07
176,3,6,ikura,3.93
176,4,9,amaebi,3.88
176,5,37,negi_toro,3.80
177,1,19,chu_toro,4.12
177,2,70,ume_maki,3.81
177,3,48,ume_shiso_maki,3.58
177,4,83,sasami,3.42
177,5,6,ikura,3.41
178,1,37,negi_toro,3.21
178,2,20,hirame,3.20
178,3,11,tai,3.09
178,4,13,hamachi,3.03
178,5,25,unagi,3.03
179,1,0,ebi,4.03
179,2,19,chu_toro,3.87
179,3,76,zuke,3.83
179,4,37,negi_toro,3.79
179,5,22,kani,3.63
180,1,19,chu_toro,4.16
180,2,37,negi_toro,4.01
180,3,22,kani,3.77
180,4,79,kurumaebi,3.58
180,5,84,kujira,3.53
181,1,48,ume_shiso_maki,4.99
181,2,8,toro,4.06
181,3,19,chu_toro,4.06
181,4,35,kanimiso,4.03
181,5,58,nattou,3.99
182,1,41,botanebi,5.02
182,2,6,ikura,4.76
182,3,47,tarabagani,4.55
182,4,75,ika_nattou,4.47
182,5,20,hirame,4.43
183,1,8,toro,5.24
183,2,41,botanebi,4.87
183,3,79,kurumaebi,4.61
183,4,46,suzuki,4.61
183,5,6,ikura,4.53
184,1,76,zuke,4.16
184,2,2,maguro,3.96
