user_id,rank,item_id,name,score
27,5,14,awabi,3
27,6,23,kohada,3
27,7,32,iwashi,3
27,8,34,shimaaji,3
27,9,82,sawara,3
27,10,12,akagai,2
28,1,3,ika,4
28,2,36,engawa,4
28,3,50,tarako,4
28,4,71,sarada_maki,4
28,5,15,samon,3
28,6,27,kanpachi,3
28,7,29,kappa_maki,3
28,8,39,sayori,3
28,9,10,hotategai,2
28,10,41,botanebi,0
29,1,4,uni,4
29,2,8,toro,4
29,3,11,tai,4
29,4,12,akagai,4
29,5,16,kazunoko,4
29,6,0,ebi,3
29,7,10,hotategai,3
29,8,17,shako,3
29,9,64,basashi,3
29,10,25,unagi,2
30,1,10,hotategai,4
30,2,9,amaebi,3
30,3,13,hamachi,2
30,4,20,hirame,2
30,5,16,kazunoko,0
30,6,17,shako,0
30,7,18,saba,0
30,8,23,kohada,0
30,9,30,geso,0
30,10,91,battera,0
31,1,1,anago,4
31,2,4,uni,4
31,3,11,tai,4
31,4,18,saba,4
31,5,22,kani,4
31,6,48,ume_shiso_maki,4
31,7,36,engawa,3
31,8,63,hamaguri,2
31,9,30,geso,1
31,10,3,ika,0
32,1,25,unagi,4
32,2,9,amaebi,3
32,3,15,samon,2
32,4,16,kazunoko,2
32,5,22,kani,2
32,6,71,sarada_maki,2
32,7,28,mirugai,1
32,8,18,saba,0
32,9,20,hirame,0
32,10,34,shimaaji,0
33,1,27,kanpachi,4
33,2,28,mirugai,4
33,3,1,anago,3
33,4,5,tako,3
33,5,21,aji,3
33,6,34,shimaaji,3
33,7,54,sanma,3
33,8,11,tai,2
33,9,24,torigai,2
33,10,41,botanebi,2
34,1,1,anago,4
34,2,7,tamago,4
34,3,8,toro,4
34,4,9,amaebi,4
34,5,13,hamachi,4
34,6,21,aji,4
34,7,26,tekka_maki,4
34,8,31,katsuo,3
34,9,29,kappa_maki,0
34,10,40,takuwan_maki,0
35,1,1,anago,4
35,2,6,ikura,4
35,3,8,toro,4
35,4,9,amaebi,4
35,5,53,toro_samon,4
35,6,28,mirugai,3
35,7,33,hokkigai,3
35,8,3,ika,2
35,9,7,tamago,1
35,10,16,kazunoko,0
36,1,2,maguro,4
36,2,6,ikura,4
36,3,13,hamachi,4
36,4,21,aji,4
36,5,22,kani,4
36,6,14,awabi,3
36,7,24,torigai,2
36,8,28,mirugai,2
36,9,29,kappa_maki,2
36,10,51,sazae,2
37,1,19,chu_toro,4
37,2,6,ikura,3
37,3,9,amaebi,3
37,4,10,hotategai,2
37,5,11,tai,2
37,6,23,kohada,2
37,7,39,sayori,2
37,8,89,mamakari,2
37,9,17,shako,1
37,10,52,aoyagi,0
38,1,11,tai,4
38,2,20,hirame,4
38,3,23,kohada,4
38,4,24,torigai,4
38,5,27,kanpachi,4
38,6,0,ebi,3
38,7,39,sayori,3
38,8,51,sazae,3
38,9,74,shiso_maki,3
38,10,5,tako,2
39,1,43,inari,4
39,2,9,amaebi,3
39,3,27,kanpachi,3
39,4,47,tarabagani,3
39,5,18,saba,2
39,6,21,aji,2
39,7,42,tobiko,2
39,8,5,tako,1
39,9,10,hotategai,0
39,10,66,tsubugai,0
40,1,7,tamago,4
40,2,15,samon,4
40,3,50,tarako,4
40,4,12,akagai,3
40,5,20,hirame,3
40,6,36,engawa,3
40,7,17,shako,2
40,8,23,kohada,2
40,9,27,kanpachi,2
40,10,37,negi_toro,1
41,1,0,ebi,4
41,2,11,tai,4
41,3,54,sanma,4
41,4,81,kue,4
41,5,30,geso,3
41,6,40,takuwan_maki,3
41,7,6,ikura,2
41,8,17,shako,1
41,9,28,mirugai,1
41,10,18,saba,0
42,1,4,uni,4
42,2,9,amaebi,4
42,3,19,chu_toro,4
42,4,24,torigai,4
42,5,25,unagi,3
42,6,49,komochi_konbu,3
42,7,75,ika_nattou,3
42,8,5,tako,2
42,9,6,ikura,2
42,10,58,nattou,2
43,1,2,maguro,4
43,2,15,samon,4
43,3,16,kazunoko,3
43,4,19,chu_toro,3
43,5,46,suzuki,3
43,6,32,iwashi,2
43,7,55,hamo,2
43,8,95,karei,2
43,9,3,ika,1
43,10,18,saba,1
44,1,0,ebi,4
44,2,1,anago,4
44,3,6,ikura,4
44,4,15,samon,4
44,5,4,uni,3
44,6,14,awabi,3
44,7,21,aji,3
44,8,42,tobiko,3
44,9,51,sazae,3
44,10,7,tamago,1
45,1,0,ebi,4
45,2,5,tako,4
45,3,1,anago,3
45,4,14,awabi,3
45,5,10,hotategai,2
45,6,13,hamachi,2
45,7,65,fugu,2
45,8,18,saba,1
45,9,25,unagi,1
45,10,32,iwashi,1
46,1,4,uni,4
46,2,6,ikura,4
46,3,11,tai,4
46,4,17,shako,4
46,5,27,kanpachi,4
46,6,35,kanimiso,4
46,7,50,tarako,4
46,8,51,sazae,4
46,9,66,tsubugai,4
46,10,2,maguro,2
47,1,0,ebi,4
47,2,1,anago,4
47,3,49,komochi_konbu,4
47,4,7,tamago,3
47,5,5,tako,2
47,6,23,kohada,2
47,7,87,tobiuo,2
47,8,14,awabi,1
47,9,17,shako,0
47,10,42,tobiko,0
48,1,0,ebi,4
48,2,3,ika,4
48,3,45,sarada,4
48,4,10,hotategai,3
48,5,16,kazunoko,3
48,6,17,shako,3
48,7,20,hirame,2
48,8,27,kanpachi,2
48,9,93,karasumi,2
48,10,7,tamago,1
49,1,19,chu_toro,4
49,2,29,kappa_maki,4
49,3,10,hotategai,3
49,4,41,botanebi,3
49,5,17,shako,2
49,6,34,shimaaji,2
49,7,44,mentaiko,2
49,8,81,kue,2
49,9,28,mirugai,1
49,10,49,komochi_konbu,1
50,1,2,maguro,4
50,2,8,toro,4
50,3,61,negi_toro_maki,4
50,4,1,anago,3
50,5,20,hirame,3
50,6,37,negi_toro,3
50,7,50,tarako,3
50,8,5,tako,2
50,9,34,shimaaji,1
50,10,90,hoya,0
51,1,0,ebi,4
51,2,9,amaebi,4
51,3,10,hotategai,4
51,4,25,unagi,4
51,5,43,inari,4
51,6,30,geso,3
51,7,15,samon,2
51,8,18,saba,2
51,9,24,torigai,2
51,10,6,ikura,0
52,1,0,ebi,3
52,2,1,anago,3
52,3,19,chu_toro,3
52,4,18,saba,2
52,5,21,aji,2
52,6,24,torigai,2
52,7,27,kanpachi,2
52,8,35,kanimiso,2
52,9,41,botanebi,2
52,10,48,ume_shiso_maki,2
53,1,45,sarada,4
53,2,5,tako,3
53,3,39,sayori,3
53,4,7,tamago,2
53,5,15,samon,2
53,6,22,kani,2
53,7,28,mirugai,2
53,8,86,himo_kyu_maki,2
53,9,8,toro,1
53,10,85,kamo,1
54,1,3,ika,4
54,2,9,amaebi,4
54,3,14,awabi,4
54,4,16,kazunoko,4
54,5,47,tarabagani,4
54,6,36,engawa,3
54,7,20,hirame,2
54,8,39,sayori,2
54,9,90,hoya,2
54,10,18,saba,1
55,1,2,maguro,4
55,2,14,awabi,4
55,3,24,torigai,4
55,4,25,unagi,4
55,5,73,buri,4
55,6,23,kohada,3
55,7,32,iwashi,3
55,8,5,tako,2
55,9,16,kazunoko,2
55,10,30,geso,2
56,1,1,anago,4
56,2,2,maguro,4
56,3,11,tai,4
56,4,17,shako,4
56,5,30,geso,4
56,6,40,takuwan_maki,4
56,7,58,nattou,4
56,8,16,kazunoko,3
56,9,51,sazae,3
56,10,93,karasumi,2
57,1,7,tamago,4
57,2,9,amaebi,4
57,3,38,nattou_maki,3
57,4,8,toro,2
57,5,14,awabi,1
57,6,32,iwashi,1
57,7,4,uni,0
57,8,17,shako,0
57,9,35,kanimiso,0
57,10,57,shirauo,0
58,1,0,ebi,4
58,2,6,ikura,4
58,3,7,tamago,4
58,4,41,botanebi,4
58,5,8,toro,3
58,6,10,hotategai,3
58,7,11,tai,3
58,8,32,iwashi,3
58,9,56,nasu,3
58,10,76,zuke,3
59,1,61,negi_toro_maki,4
59,2,0,ebi,3
59,3,4,uni,3
59,4,11,tai,3
59,5,17,shako,2
59,6,33,hokkigai,2
59,7,87,tobiuo,2
59,8,90,hoya,2
59,9,56,nasu,1
59,10,60,kanpyo_maki,1
60,1,3,ika,4
60,2,9,amaebi,4
60,3,14,awabi,4
60,4,17,shako,4
60,5,71,sarada_maki,4
60,6,0,ebi,3
60,7,11,tai,3
60,8,23,kohada,3
60,9,34,shimaaji,3
60,10,49,komochi_konbu,3
61,1,0,ebi,4
61,2,13,hamachi,4
61,3,19,chu_toro,4
61,4,37,negi_toro,4
61,5,53,toro_samon,4
61,6,5,tako,2
61,7,44,mentaiko,2
61,8,58,nattou,2
61,9,3,ika,1
61,10,51,sazae,0
62,1,5,tako,4
62,2,7,tamago,4
62,3,9,amaebi,4
62,4,10,hotategai,4
62,5,13,hamachi,3
62,6,31,katsuo,3
62,7,20,hirame,2
62,8,25,unagi,2
62,9,51,sazae,1
62,10,36,engawa,0
63,1,0,ebi,4
63,2,8,toro,4
63,3,16,kazunoko,4
63,4,19,chu_toro,4
63,5,20,hirame,4
63,6,69,okura,4
63,7,10,hotategai,3
63,8,6,ikura,2
63,9,13,hamachi,2
63,10,51,sazae,2
64,1,1,anago,4
64,2,10,hotategai,4
64,3,11,tai,4
64,4,17,shako,4
64,5,42,tobiko,4
64,6,84,kujira,2
64,7,88,ishigakidai,2
64,8,13,hamachi,1
64,9,27,kanpachi,1
64,10,6,ikura,0
65,1,2,maguro,4
65,2,6,ikura,4
65,3,9,amaebi,4
65,4,10,hotategai,4
65,5,14,awabi,4
65,6,16,kazunoko,3
65,7,17,shako,3
65,8,7,tamago,2
65,9,46,suzuki,2
65,10,70,ume_maki,2
66,1,1,anago,4
66,2,5,tako,4
66,3,18,saba,4
66,4,23,kohada,4
66,5,24,torigai,4
66,6,34,shimaaji,4
66,7,37,negi_toro,4
66,8,16,kazunoko,3
66,9,17,shako,3
66,10,29,kappa_maki,3
67,1,3,ika,4
67,2,6,ikura,4
67,3,8,toro,4
67,4,41,botanebi,4
67,5,45,sarada,4
67,6,21,aji,3
67,7,5,tako,2
67,8,78,kaiware,2
67,9,0,ebi,1
67,10,12,akagai,0
68,1,1,anago,4
68,2,2,maguro,4
68,3,13,hamachi,4
68,4,25,unagi,4
68,5,30,geso,4
68,6,21,aji,3
68,7,11,tai,1
68,8,10,hotategai,0
68,9,12,akagai,0
68,10,23,kohada,0
69,1,2,maguro,4
69,2,8,toro,4
69,3,15,samon,4
69,4,35,kanimiso,4
69,5,5,tako,3
69,6,16,kazunoko,3
69,7,57,shirauo,3
69,8,23,kohada,2
69,9,12,akagai,1
69,10,38,nattou_maki,0
70,1,1,anago,4
70,2,22,kani,4
70,3,4,uni,3
70,4,10,hotategai,3
70,5,23,kohada,3
70,6,47,tarabagani,3
70,7,48,ume_shiso_maki,3
70,8,13,hamachi,2
70,9,12,akagai,0
70,10,16,kazunoko,0
71,1,4,uni,4
71,2,7,tamago,4
71,3,8,toro,4
71,4,37,negi_toro,4
71,5,17,shako,3
71,6,14,awabi,2
71,7,2,maguro,1
71,8,12,akagai,0
71,9,33,hokkigai,0
71,10,51,sazae,0
72,1,2,maguro,4
72,2,16,kazunoko,4
72,3,19,chu_toro,3
72,4,47,tarabagani,3
72,5,51,sazae,3
72,6,11,tai,2
72,7,27,kanpachi,2
72,8,98,shishamo,2
72,9,18,saba,0
72,10,52,aoyagi,0
73,1,1,anago,4
73,2,8,toro,4
73,3,5,tako,2
73,4,22,kani,2
73,5,45,sarada,2
73,6,79,kurumaebi,1
73,7,9,amaebi,0
73,8,14,awabi,0
73,9,29,kappa_maki,0
73,10,99,kaki,0
74,1,0,ebi,4
74,2,10,hotategai,4
74,3,41,botanebi,4
74,4,8,toro,3
74,5,13,hamachi,3
74,6,20,hirame,3
74,7,6,ikura,2
74,8,7,tamago,2
74,9,70,ume_maki,2
74,10,17,shako,1
75,1,1,anago,4
75,2,12,akagai,4
75,3,13,hamachi,4
75,4,38,nattou_maki,4
75,5,53,toro_samon,4
75,6,5,tako,3
75,7,9,amaebi,3
75,8,19,chu_toro,3
75,9,3,ika,2
75,10,58,nattou,2
76,1,1,anago,4
76,2,10,hotategai,4
76,3,11,tai,4
76,4,15,samon,4
76,5,26,tekka_maki,4
76,6,37,negi_toro,4
76,7,9,amaebi,3
76,8,25,unagi,3
76,9,24,torigai,2
76,10,5,tako,1
77,1,1,anago,4
77,2,12,akagai,4
77,3,19,chu_toro,4
77,4,26,tekka_maki,4
77,5,25,unagi,3
77,6,31,katsuo,3
77,7,10,hotategai,2
77,8,17,shako,2
77,9,18,saba,2
77,10,20,hirame,2
78,1,0,ebi,4
78,2,2,maguro,4
78,3,9,amaebi,4
78,4,11,tai,4
78,5,22,kani,4
78,6,26,tekka_maki,4
78,7,21,aji,3
78,8,33,hokkigai,2
78,9,35,kanimiso,2
78,10,38,nattou_maki,0
79,1,21,aji,4
79,2,27,kanpachi,4
79,3,37,negi_toro,4
79,4,36,engawa,3
79,5,51,sazae,3
79,6,5,tako,2
79,7,12,akagai,2
79,8,16,kazunoko,2
79,9,24,torigai,2
79,10,29,kappa_maki,1
80,1,0,ebi,4
80,2,5,tako,4
80,3,22,kani,4
80,4,25,unagi,4
80,5,6,ikura,3
80,6,8,toro,3
80,7,19,chu_toro,3
80,8,44,mentaiko,2
80,9,49,komochi_konbu,2
80,10,69,okura,2
81,1,1,anago,4
81,2,14,awabi,4
81,3,19,chu_toro,4
81,4,35,kanimiso,4
81,5,0,ebi,3
81,6,28,mirugai,3
81,7,87,tobiuo,3
81,8,6,ikura,2
81,9,30,geso,2
81,10,67,ana_kyu_maki,2
82,1,6,ikura,4
82,2,16,kazunoko,4
82,3,34,shimaaji,4
82,4,43,inari,4
82,5,61,negi_toro_maki,4
82,6,23,kohada,3
82,7,49,komochi_konbu,3
82,8,39,sayori,2
82,9,10,hotategai,1
82,10,99,kaki,0
83,1,8,toro,4
83,2,9,amaebi,4
83,3,13,hamachi,4
83,4,12,akagai,3
83,5,26,tekka_maki,3
83,6,31,katsuo,3
83,7,7,tamago,2
83,8,24,torigai,2
83,9,6,ikura,0
83,10,16,kazunoko,0
84,1,2,maguro,4
84,2,38,nattou_maki,4
84,3,42,tobiko,4
84,4,13,hamachi,3
84,5,31,katsuo,3
84,6,1,anago,2
84,7,17,shako,2
84,8,18,saba,2
84,9,12,akagai,1
84,10,48,ume_shiso_maki,1
85,1,2,maguro,4
85,2,6,ikura,4
85,3,9,amaebi,4
85,4,58,nattou,3
85,5,3,ika,2
85,6,4,uni,2
85,7,20,hirame,2
85,8,21,aji,2
85,9,23,kohada,2
85,10,51,sazae,2
86,1,4,uni,4
86,2,8,toro,4
86,3,18,saba,4
86,4,20,hirame,4
86,5,36,engawa,4
86,6,38,nattou_maki,4
86,7,13,hamachi,3
86,8,23,kohada,3
86,9,44,mentaiko,3
86,10,48,ume_shiso_maki,3
87,1,8,toro,4
87,2,19,chu_toro,4
87,3,2,maguro,3
87,4,6,ikura,3
87,5,21,aji,3
87,6,29,kappa_maki,3
87,7,42,tobiko,3
87,8,47,tarabagani,3
87,9,30,geso,1
87,10,52,aoyagi,0
88,1,4,uni,4
88,2,2,maguro,3
88,3,7,tamago,3
88,4,13,hamachi,3
88,5,26,tekka_maki,3
88,6,10,hotategai,2
88,7,16,kazunoko,2
88,8,14,awabi,1
88,9,41,botanebi,1
88,10,43,inari,0
89,1,19,chu_toro,4
89,2,21,aji,4
89,3,0,ebi,2
89,4,6,ikura,2
89,5,26,tekka_maki,2
89,6,29,kappa_maki,2
89,7,49,komochi_konbu,2
89,8,50,tarako,2
89,9,88,ishigakidai,2
89,10,18,saba,1
90,1,11,tai,4
90,2,17,shako,4
90,3,20,hirame,4
90,4,1,anago,3
90,5,15,samon,3
90,6,27,kanpachi,3
90,7,57,shirauo,3
90,8,16,kazunoko,2
90,9,43,inari,2
90,10,93,karasumi,2
91,1,58,nattou,4
91,2,3,ika,2
91,3,7,tamago,2
91,4,12,akagai,2
91,5,39,sayori,2
91,6,52,aoyagi,2
91,7,4,uni,1
91,8,16,kazunoko,1
91,9,30,geso,1
91,10,55,hamo,1
92,1,6,ikura,4
92,2,10,hotategai,4
92,3,11,tai,4
92,4,13,hamachi,4
92,5,19,chu_toro,4
92,6,22,kani,4
92,7,36,engawa,4
92,8,64,basashi,4
92,9,1,anago,3
92,10,17,shako,3
93,1,2,maguro,4
93,2,7,tamago,4
93,3,11,tai,4
93,4,42,tobiko,4
93,5,44,mentaiko,4
93,6,71,sarada_maki,4
93,7,6,ikura,3
93,8,0,ebi,0
93,9,24,torigai,0
93,10,41,botanebi,0
94,1,22,kani,4
94,2,24,torigai,4
94,3,39,sayori,4
94,4,47,tarabagani,4
94,5,6,ikura,2
94,6,16,kazunoko,2
94,7,18,saba,2
94,8,77,himo,2
94,9,2,maguro,1
94,10,23,kohada,1
95,1,6,ikura,4
95,2,10,hotategai,4
95,3,15,samon,4
95,4,41,botanebi,4
95,5,13,hamachi,3
95,6,21,aji,3
95,7,24,torigai,3
95,8,70,ume_maki,3
95,9,5,tako,2
95,10,12,akagai,2
96,1,4,uni,4
96,2,48,ume_shiso_maki,4
96,3,1,anago,3
96,4,28,mirugai,3
96,5,43,inari,3
96,6,0,ebi,2
96,7,9,amaebi,2
96,8,13,hamachi,2
96,9,26,tekka_maki,2
96,10,42,tobiko,2
97,1,8,toro,4
97,2,16,kazunoko,4
97,3,22,kani,3
97,4,47,tarabagani,3
97,5,30,geso,2
97,6,31,katsuo,2
97,7,1,anago,1
97,8,12,akagai,1
97,9,24,torigai,1
97,10,28,mirugai,1
98,1,8,toro,4
98,2,9,amaebi,4
98,3,19,chu_toro,4
98,4,36,engawa,4
98,5,0,ebi,3
98,6,3,ika,3
98,7,5,tako,2
98,8,66,tsubugai,2
98,9,89,mamakari,1
98,10,77,himo,0
99,1,11,tai,3
99,2,57,shirauo,3
99,3,3,ika,2
99,4,7,tamago,2
99,5,16,kazunoko,2
99,6,18,saba,2
99,7,20,hirame,2
99,8,21,aji,2
99,9,30,geso,2
99,10,31,katsuo,2
100,1,1,anago,4
100,2,3,ika,4
100,3,5,tako,4
100,4,11,tai,4
100,5,18,saba,4
100,6,35,kanimiso,4
100,7,37,negi_toro,4
100,8,52,aoyagi,4
100,9,14,awabi,3
100,10,4,uni,2
101,1,32,iwashi,4
101,2,5,tako,3
101,3,8,toro,3
101,4,11,tai,3
101,5,13,hamachi,3
101,6,20,hirame,3
101,7,31,katsuo,3
101,8,1,anago,2
101,9,6,ikura,2
101,10,25,unagi,2
102,1,1,anago,4
102,2,21,aji,4
102,3,48,ume_shiso_maki,4
102,4,14,awabi,3
102,5,15,samon,3
102,6,23,kohada,3
102,7,39,sayori,3
102,8,46,suzuki,3
102,9,50,tarako,3
102,10,60,kanpyo_maki,2
103,1,5,tako,4
103,2,6,ikura,4
103,3,33,hokkigai,4
103,4,38,nattou_maki,4
103,5,18,saba,3
103,6,62,gyusashi,3
103,7,7,tamago,2
103,8,91,battera,2
103,9,1,anago,1
103,10,2,maguro,1
104,1,2,maguro,4
104,2,11,tai,4
104,3,16,kazunoko,4
104,4,29,kappa_maki,4
104,5,6,ikura,3
104,6,20,hirame,3
104,7,51,sazae,2
104,8,35,kanimiso,1
104,9,9,amaebi,0
104,10,59,ankimo,0
105,1,0,ebi,4
105,2,5,tako,4
105,3,10,hotategai,4
105,4,12,akagai,4
105,5,18,saba,4
105,6,27,kanpachi,4
105,7,47,tarabagani,4
105,8,6,ikura,3
105,9,19,chu_toro,1
105,10,7,tamago,0
106,1,48,ume_shiso_maki,4
106,2,7,tamago,3
106,3,11,tai,3
106,4,18,saba,2
106,5,24,torigai,2
106,6,25,unagi,2
106,7,52,aoyagi,2
106,8,53,toro_samon,2
106,9,97,namako,2
106,10,1,anago,1
107,1,1,anago,4
107,2,3,ika,4
107,3,4,uni,4
107,4,5,tako,3
107,5,23,kohada,3
107,6,8,toro,2
107,7,17,shako,2
107,8,19,chu_toro,2
107,9,78,kaiware,2
107,10,59,ankimo,0
108,1,2,maguro,4
108,2,13,hamachi,4
108,3,15,samon,4
108,4,27,kanpachi,4
108,5,55,hamo,4
108,6,4,uni,3
108,7,3,ika,2
108,8,32,iwashi,2
108,9,42,tobiko,2
108,10,48,ume_shiso_maki,1
109,1,8,toro,4
109,2,11,tai,4
109,3,19,chu_toro,4
109,4,32,iwashi,4
109,5,9,amaebi,3
109,6,44,mentaiko,3
109,7,10,hotategai,2
109,8,12,akagai,2
109,9,20,hirame,2
109,10,68,hiragai,2
110,1,3,ika,4
110,2,10,hotategai,4
110,3,15,samon,4
110,4,17,shako,4
110,5,27,kanpachi,4
110,6,42,tobiko,4
110,7,73,buri,4
110,8,79,kurumaebi,4
110,9,5,tako,3
110,10,49,komochi_konbu,2
111,1,0,ebi,4
111,2,8,toro,4
111,3,5,tako,3
111,4,12,akagai,2
111,5,24,torigai,2
111,6,49,komochi_konbu,1
111,7,77,himo,1
111,8,3,ika,0
111,9,97,namako,0
111,10,99,kaki,0
