user_id,rank,item_id,item_name,predicted_score
20,4,19,chu_toro,3.47
20,5,13,hamachi,3.44
21,1,15,samon,3.59
21,2,61,negi_toro_maki,3.52
21,3,37,negi_toro,3.46
21,4,8,toro,3.43
21,5,79,kurumaebi,3.38
22,1,8,toro,3.93
22,2,6,ikura,3.71
22,3,19,chu_toro,3.70
22,4,47,tarabagani,3.69
22,5,37,negi_toro,3.62
23,1,8,toro,3.88
23,2,19,chu_toro,3.59
23,3,79,kurumaebi,3.52
23,4,47,tarabagani,3.42
23,5,44,mentaiko,3.41
24,1,22,kani,3.42
24,2,0,ebi,3.41
24,3,2,maguro,3.35
24,4,47,tarabagani,3.30
24,5,11,tai,3.27
25,1,41,botanebi,4.00
25,2,8,toro,3.97
25,3,47,tarabagani,3.96
25,4,15,samon,3.85
25,5,18,saba,3.83
26,1,47,tarabagani,3.46
26,2,37,negi_toro,3.44
26,3,2,maguro,3.41
26,4,19,chu_toro,3.41
26,5,61,negi_toro_maki,3.37
27,1,19,chu_toro,3.95
27,2,15,samon,3.91
27,3,9,amaebi,3.78
27,4,53,toro_samon,3.71
27,5,8,toro,3.68
28,1,19,chu_toro,3.74
28,2,13,hamachi,3.45
28,3,8,toro,3.38
28,4,20,hirame,3.29
28,5,0,ebi,3.28
29,1,19,chu_toro,4.16
29,2,2,maguro,3.87
29,3,27,kanpachi,3.67
29,4,13,hamachi,3.62
29,5,37,negi_toro,3.55
30,1,47,tarabagani,2.93
30,2,22,kani,2.88
30,3,15,samon,2.84
30,4,41,botanebi,2.76
30,5,2,maguro,2.71
31,1,47,tarabagani,3.89
31,2,79,kurumaebi,3.83
31,3,9,amaebi,3.72
31,4,41,botanebi,3.64
31,5,8,toro,3.53
32,1,26,tekka_maki,2.95
32,2,8,toro,2.94
32,3,19,chu_toro,2.92
32,4,37,negi_toro,2.79
32,5,6,ikura,2.73
33,1,19,chu_toro,3.76
33,2,8,toro,3.45
33,3,9,amaebi,3.41
33,4,0,ebi,3.37
33,5,22,kani,3.37
34,1,19,chu_toro,3.86
34,2,37,negi_toro,3.84
34,3,20,hirame,3.59
34,4,47,tarabagani,3.55
34,5,22,kani,3.49
35,1,47,tarabagani,3.50
35,2,2,maguro,3.44
35,3,10,hotategai,3.41
35,4,79,kurumaebi,3.32
35,5,41,botanebi,3.30
36,1,9,amaebi,3.88
36,2,8,toro,3.83
36,3,19,chu_toro,3.81
36,4,4,uni,3.69
36,5,37,negi_toro,3.53
37,1,61,negi_toro_maki,3.27
37,2,37,negi_toro,3.16
37,3,2,maguro,3.12
37,4,7,tamago,3.05
37,5,22,kani,2.99
38,1,8,toro,3.92
38,2,47,tarabagani,3.87
38,3,19,chu_toro,3.86
38,4,2,maguro,3.85
38,5,15,samon,3.77
39,1,8,toro,3.25
39,2,1,anago,3.01
39,3,19,chu_toro,2.99
39,4,37,negi_toro,2.98
39,5,53,toro_samon,2.85
40,1,1,anago,3.45
40,2,8,toro,3.45
40,3,0,ebi,3.27
40,4,22,kani,3.24
40,5,26,tekka_maki,3.22
41,1,8,toro,3.95
41,2,19,chu_toro,3.79
41,3,2,maguro,3.54
41,4,7,tamago,3.44
41,5,37,negi_toro,3.40
42,1,2,maguro,4.17
42,2,37,negi_toro,3.92
42,3,8,toro,3.89
42,4,11,tai,3.79
42,5,3,ika,3.76
43,1,47,tarabagani,3.43
43,2,37,negi_toro,3.38
43,3,8,toro,3.29
43,4,11,tai,3.21
43,5,79,kurumaebi,3.17
44,1,37,negi_toro,3.84
44,2,2,maguro,3.72
44,3,10,hotategai,3.72
44,4,19,chu_toro,3.69
44,5,61,negi_toro_maki,3.67
45,1,2,maguro,3.49
45,2,9,amaebi,3.42
45,3,19,chu_toro,3.34
45,4,8,toro,3.27
45,5,47,tarabagani,3.20
46,1,10,hotategai,4.30
46,2,41,botanebi,4.02
46,3,15,samon,4.00
46,4,47,tarabagani,4.00
46,5,20,hirame,3.94
47,1,2,maguro,3.77
47,2,26,tekka_maki,3.46
47,3,19,chu_toro,3.41
47,4,61,negi_toro_maki,3.39
47,5,37,negi_toro,3.36
48,1,8,toro,3.83
48,2,41,botanebi,3.59
48,3,37,negi_toro,3.51
48,4,19,chu_toro,3.50
48,5,25,unagi,3.50
49,1,8,toro,3.93
49,2,79,kurumaebi,3.48
49,3,6,ikura,3.45
49,4,37,negi_toro,3.37
49,5,9,amaebi,3.35
50,1,19,chu_toro,3.90
50,2,13,hamachi,3.65
50,3,10,hotategai,3.45
50,4,6,ikura,3.37
50,5,41,botanebi,3.34
51,1,37,negi_toro,3.87
51,2,8,toro,3.77
51,3,26,tekka_maki,3.69
51,4,19,chu_toro,3.64
51,5,79,kurumaebi,3.54
52,1,37,negi_toro,3.52
52,2,15,samon,3.49
52,3,47,tarabagani,3.39
52,4,8,toro,3.27
52,5,7,tamago,3.27
53,1,6,ikura,3.21
53,2,1,anago,3.16
53,3,47,tarabagani,3.11
53,4,14,awabi,3.08
53,5,37,negi_toro,3.06
54,1,8,toro,3.72
54,2,37,negi_toro,3.68
54,3,10,hotategai,3.63
54,4,0,ebi,3.61
54,5,61,negi_toro_maki,3.58
55,1,22,kani,3.87
55,2,19,chu_toro,3.85
55,3,8,toro,3.84
55,4,1,anago,3.77
55,5,79,kurumaebi,3.72
56,1,47,tarabagani,4.09
56,2,37,negi_toro,4.04
56,3,5,tako,3.99
56,4,22,kani,3.87
56,5,79,kurumaebi,3.86
57,1,1,anago,3.12
57,2,15,samon,3.06
57,3,37,negi_toro,2.93
57,4,47,tarabagani,2.87
57,5,2,maguro,2.77
58,1,47,tarabagani,3.63
58,2,79,kurumaebi,3.59
58,3,26,tekka_maki,3.55
58,4,9,amaebi,3.55
58,5,43,inari,3.50
59,1,19,chu_toro,3.65
59,2,8,toro,3.54
59,3,27,kanpachi,3.40
59,4,13,hamachi,3.40
59,5,15,samon,3.40
60,1,15,samon,4.25
60,2,8,toro,4.07
60,3,19,chu_toro,4.04
60,4,6,ikura,3.92
60,5,37,negi_toro,3.91
61,1,15,samon,3.70
61,2,61,negi_toro_maki,3.37
61,3,47,tarabagani,3.34
61,4,7,tamago,3.31
61,5,8,toro,3.30
62,1,37,negi_toro,3.79
62,2,47,tarabagani,3.56
62,3,61,negi_toro_maki,3.36
62,4,0,ebi,3.34
62,5,19,chu_toro,3.33
63,1,2,maguro,3.75
63,2,22,kani,3.72
63,3,9,amaebi,3.66
63,4,47,tarabagani,3.53
63,5,37,negi_toro,3.51
64,1,41,botanebi,3.72
64,2,15,samon,3.61
64,3,22,kani,3.60
64,4,9,amaebi,3.55
64,5,2,maguro,3.43
65,1,37,negi_toro,3.75
65,2,20,hirame,3.66
65,3,19,chu_toro,3.54
65,4,53,toro_samon,3.47
65,5,8,toro,3.46
66,1,8,toro,3.93
66,2,25,unagi,3.87
66,3,19,chu_toro,3.82
66,4,15,samon,3.73
66,5,14,awabi,3.73
67,1,37,negi_toro,3.66
67,2,25,unagi,3.44
67,3,22,kani,3.37
67,4,19,chu_toro,3.30
67,5,47,tarabagani,3.29
68,1,9,amaebi,3.38
68,2,19,chu_toro,3.36
68,3,47,tarabagani,3.28
68,4,8,toro,3.16
68,5,53,toro_samon,3.12
69,1,9,amaebi,3.59
69,2,61,negi_toro_maki,3.58
69,3,53,toro_samon,3.55
69,4,19,chu_toro,3.53
69,5,22,kani,3.48
70,1,15,samon,4.01
70,2,2,maguro,3.98
70,3,9,amaebi,3.53
70,4,19,chu_toro,3.43
70,5,8,toro,3.28
71,1,9,amaebi,3.63
71,2,19,chu_toro,3.52
71,3,41,botanebi,3.46
71,4,47,tarabagani,3.46
71,5,0,ebi,3.38
72,1,8,toro,3.74
72,2,22,kani,3.71
72,3,9,amaebi,3.69
72,4,15,samon,3.64
72,5,79,kurumaebi,3.53
73,1,7,tamago,3.00
73,2,15,samon,2.97
73,3,25,unagi,2.94
73,4,37,negi_toro,2.92
73,5,21,aji,2.91
74,1,9,amaebi,3.47
74,2,1,anago,3.43
74,3,12,akagai,3.41
74,4,11,tai,3.29
74,5,25,unagi,3.28
75,1,61,negi_toro_maki,3.84
75,2,0,ebi,3.78
75,3,37,negi_toro,3.72
75,4,8,toro,3.70
75,5,10,hotategai,3.57
76,1,19,chu_toro,4.10
76,2,8,toro,3.91
76,3,2,maguro,3.80
76,4,79,kurumaebi,3.78
76,5,21,aji,3.57
77,1,37,negi_toro,3.61
77,2,0,ebi,3.49
77,3,22,kani,3.48
77,4,4,uni,3.41
77,5,15,samon,3.40
78,1,8,toro,3.54
78,2,53,toro_samon,3.45
78,3,19,chu_toro,3.41
78,4,37,negi_toro,3.36
78,5,41,botanebi,3.31
79,1,19,chu_toro,3.77
79,2,53,toro_samon,3.66
79,3,2,maguro,3.58
79,4,9,amaebi,3.54
79,5,8,toro,3.54
80,1,2,maguro,3.82
80,2,3,ika,3.60
80,3,26,tekka_maki,3.59
80,4,9,amaebi,3.54
80,5,37,negi_toro,3.54
81,1,25,unagi,3.91
81,2,15,samon,3.81
81,3,61,negi_toro_maki,3.55
81,4,8,toro,3.55
81,5,37,negi_toro,3.52
82,1,37,negi_toro,3.69
82,2,19,chu_toro,3.68
82,3,31,katsuo,3.47
82,4,2,maguro,3.41
82,5,9,amaebi,3.39
83,1,22,kani,3.58
83,2,15,samon,3.37
83,3,47,tarabagani,3.35
83,4,53,toro_samon,3.31
83,5,11,tai,3.21
84,1,22,kani,3.73
84,2,19,chu_toro,3.72
84,3,47,tarabagani,3.67
84,4,26,tekka_maki,3.61
84,5,37,negi_toro,3.60
85,1,8,toro,3.65
85,2,41,botanebi,3.52
85,3,37,negi_toro,3.42
85,4,1,anago,3.42
85,5,47,tarabagani,3.23
86,1,19,chu_toro,4.23
86,2,2,maguro,3.91
86,3,1,anago,3.65
86,4,15,samon,3.63
86,5,53,toro_samon,3.59
87,1,37,negi_toro,3.57
87,2,15,samon,3.54
87,3,13,hamachi,3.45
87,4,61,negi_toro_maki,3.42
87,5,11,tai,3.34
88,1,9,amaebi,3.55
88,2,1,anago,3.42
88,3,19,chu_toro,3.40
88,4,8,toro,3.40
88,5,61,negi_toro_maki,3.14
89,1,2,maguro,3.66
89,2,8,toro,3.34
89,3,20,hirame,3.29
89,4,9,amaebi,3.26
89,5,15,samon,3.26
90,1,19,chu_toro,3.63
90,2,2,maguro,3.51
90,3,13,hamachi,3.50
90,4,38,nattou_maki,3.45
90,5,8,toro,3.45
91,1,22,kani,3.45
91,2,47,tarabagani,3.43
91,3,37,negi_toro,3.30
91,4,61,negi_toro_maki,3.26
91,5,19,chu_toro,3.20
92,1,8,toro,4.03
92,2,37,negi_toro,3.99
92,3,25,unagi,3.89
92,4,20,hirame,3.76
92,5,4,uni,3.76
93,1,19,chu_toro,3.61
93,2,53,toro_samon,3.34
93,3,9,amaebi,3.24
93,4,8,toro,3.22
93,5,47,tarabagani,3.16
94,1,19,chu_toro,3.57
94,2,25,unagi,3.51
94,3,79,kurumaebi,3.41
94,4,8,toro,3.36
94,5,37,negi_toro,3.26
95,1,8,toro,3.83
95,2,19,chu_toro,3.79
95,3,2,maguro,3.72
95,4,26,tekka_maki,3.64
95,5,9,amaebi,3.63
96,1,41,botanebi,3.54
96,2,47,tarabagani,3.52
96,3,79,kurumaebi,3.39
96,4,37,negi_toro,3.32
96,5,14,awabi,3.27
97,1,19,chu_toro,3.45
97,2,37,negi_toro,3.23
97,3,38,nattou_maki,3.14
97,4,50,tarako,3.11
97,5,79,kurumaebi,3.08
98,1,2,maguro,3.39
98,2,26,tekka_maki,3.33
98,3,4,uni,3.31
98,4,79,kurumaebi,3.28
98,5,37,negi_toro,3.27
99,1,8,toro,3.33
99,2,37,negi_toro,3.33
99,3,19,chu_toro,3.32
99,4,79,kurumaebi,3.09
99,5,0,ebi,3.08
100,1,8,toro,3.99
100,2,47,tarabagani,3.92
100,3,13,hamachi,3.91
100,4,15,samon,3.89
100,5,61,negi_toro_maki,3.83
101,1,19,chu_toro,3.71
101,2,22,kani,3.62
101,3,47,tarabagani,3.47
101,4,2,maguro,3.45
101,5,26,tekka_maki,3.39
102,1,22,kani,3.93
102,2,8,toro,3.71
102,3,0,ebi,3.66
102,4,37,negi_toro,3.62
102,5,19,chu_toro,3.61
103,1,19,chu_toro,3.62
103,2,22,kani,3.57
103,3,15,samon,3.54
103,4,47,tarabagani,3.53
103,5,79,kurumaebi,3.45
104,1,0,ebi,3.62
104,2,13,hamachi,3.55
104,3,19,chu_toro,3.53
104,4,37,negi_toro,3.23
104,5,8,toro,3.20
105,1,22,kani,3.83
105,2,4,uni,3.77
105,3,13,hamachi,3.77
105,4,61,negi_toro_maki,3.67
105,5,8,toro,3.63
106,1,19,chu_toro,3.77
106,2,8,toro,3.73
106,3,37,negi_toro,3.57
106,4,20,hirame,3.46
106,5,3,ika,3.43
107,1,10,hotategai,3.58
107,2,37,negi_toro,3.52
107,3,22,kani,3.50
107,4,41,botanebi,3.49
107,5,79,kurumaebi,3.38
108,1,37,negi_toro,3.82
108,2,1,anago,3.66
108,3,19,chu_toro,3.60
108,4,8,toro,3.56
108,5,47,tarabagani,3.50
109,1,2,maguro,3.64
109,2,61,negi_toro_maki,3.49
109,3,15,samon,3.34
109,4,25,unagi,3.33
109,5,53,toro_samon,3.19
110,1,19,chu_toro,4.29
110,2,53,toro_samon,4.03
110,3,13,hamachi,4.01
110,4,47,tarabagani,3.97
110,5,0,ebi,3.88
111,1,19,chu_toro,3.23
111,2,2,maguro,3.23
111,3,47,tarabagani,3.16
111,4,9,amaebi,3.13
111,5,26,tekka_maki,3.13
112,1,15,samon,3.65
112,2,47,tarabagani,3.60
112,3,8,toro,3.45
112,4,19,chu_toro,3.43
112,5,37,negi_toro,3.40
113,1,37,negi_toro,3.12
113,2,1,anago,3.00
113,3,41,botanebi,2.97
113,4,15,samon,2.85
113,5,8,toro,2.78
114,1,19,chu_toro,3.16
114,2,47,tarabagani,3.15
114,3,61,negi_toro_maki,3.12
114,4,53,toro_samon,3.07
114,5,8,toro,3.06
115,1,6,ikura,4.64
115,2,37,negi_toro,3.91
115,3,44,mentaiko,3.62
115,4,79,kurumaebi,3.54
115,5,14,awabi,3.54
116,1,61,negi_toro_maki,3.66
116,2,2,maguro,3.46
116,3,1,anago,3.46
116,4,20,hirame,3.39
116,5,11,tai,3.35
117,1,19,chu_toro,3.34
117,2,26,tekka_maki,3.23
117,3,8,toro,3.21
117,4,61,negi_toro_maki,3.10
117,5,9,amaebi,3.09
118,1,19,chu_toro,3.75
118,2,4,uni,3.72
118,3,8,toro,3.58
118,4,37,negi_toro,3.31
118,5,1,anago,3.20
119,1,47,tarabagani,3.29
119,2,8,toro,3.29
119,3,9,amaebi,3.22
119,4,3,ika,3.12
119,5,37,negi_toro,3.09
120,1,47,tarabagani,4.30
120,2,37,negi_toro,4.27
120,3,19,chu_toro,4.00
120,4,8,toro,3.98
120,5,2,maguro,3.95
121,1,8,toro,3.42
121,2,19,chu_toro,3.18
121,3,11,tai,3.08
121,4,47,tarabagani,3.06
121,5,37,negi_toro,3.01
122,1,9,amaebi,3.93
122,2,19,chu_toro,3.89
122,3,41,botanebi,3.53
122,4,53,toro_samon,3.51
122,5,0,ebi,3.46
123,1,19,chu_toro,3.94
123,2,8,toro,3.77
123,3,9,amaebi,3.60
123,4,61,negi_toro_maki,3.59
123,5,37,negi_toro,3.53
124,1,43,inari,3.54
124,2,22,kani,3.54
124,3,20,hirame,3.29
124,4,37,negi_toro,3.25
124,5,61,negi_toro_maki,3.23
125,1,22,kani,3.57
125,2,61,negi_toro_maki,3.52
125,3,3,ika,3.47
125,4,47,tarabagani,3.45
125,5,0,ebi,3.40
126,1,22,kani,3.73
126,2,1,anago,3.58
126,3,47,tarabagani,3.50
126,4,19,chu_toro,3.48
126,5,37,negi_toro,3.48
127,1,8,toro,3.87
127,2,18,saba,3.77
127,3,19,chu_toro,3.62
127,4,20,hirame,3.53
127,5,13,hamachi,3.52
128,1,2,maguro,3.66
128,2,19,chu_toro,3.46
128,3,37,negi_toro,3.43
128,4,47,tarabagani,3.23
128,5,8,toro,3.18
129,1,8,toro,3.53
129,2,37,negi_toro,3.52
129,3,15,samon,3.47
129,4,47,tarabagani,3.41
129,5,5,tako,3.39
130,1,15,samon,3.96
130,2,8,toro,3.78
130,3,37,negi_toro,3.63
130,4,19,chu_toro,3.61
130,5,41,botanebi,3.40
131,1,2,maguro,3.75
131,2,19,chu_toro,3.75
131,3,8,toro,3.74
131,4,1,anago,3.65
131,5,9,amaebi,3.59
132,1,9,amaebi,3.92
132,2,8,toro,3.92
132,3,79,kurumaebi,3.75
132,4,19,chu_toro,3.69
132,5,37,negi_toro,3.49
133,1,8,toro,3.47
133,2,19,chu_toro,3.47
133,3,20,hirame,3.29
133,4,2,maguro,3.24
133,5,61,negi_toro_maki,3.13
134,1,47,tarabagani,3.17
134,2,19,chu_toro,3.05
134,3,37,negi_toro,3.01
134,4,79,kurumaebi,2.97
134,5,5,tako,2.88
135,1,8,toro,4.28
135,2,2,maguro,3.94
135,3,53,toro_samon,3.86
135,4,26,tekka_maki,3.78
135,5,37,negi_toro,3.65
136,1,8,toro,3.82
136,2,9,amaebi,3.79
136,3,2,maguro,3.68
136,4,37,negi_toro,3.65
136,5,7,tamago,3.34
137,1,0,ebi,3.80
137,2,15,samon,3.62
137,3,37,negi_toro,3.47
137,4,8,toro,3.46
137,5,19,chu_toro,3.35
138,1,61,negi_toro_maki,2.70
138,2,0,ebi,2.69
138,3,19,chu_toro,2.69
138,4,47,tarabagani,2.66
138,5,22,kani,2.65
139,1,8,toro,3.70
139,2,19,chu_toro,3.54
139,3,53,toro_samon,3.47
139,4,37,negi_toro,3.47
139,5,22,kani,3.39
140,1,6,ikura,3.97
140,2,37,negi_toro,3.55
140,3,9,amaebi,3.48
140,4,41,botanebi,3.42
140,5,19,chu_toro,3.41
141,1,7,tamago,3.10
141,2,61,negi_toro_maki,2.77
141,3,0,ebi,2.71
141,4,37,negi_toro,2.70
141,5,13,hamachi,2.68
142,1,47,tarabagani,3.21
142,2,29,kappa_maki,3.18
142,3,19,chu_toro,3.16
142,4,3,ika,3.07
142,5,37,negi_toro,3.00
143,1,19,chu_toro,3.84
143,2,8,toro,3.70
143,3,61,negi_toro_maki,3.58
143,4,37,negi_toro,3.54
143,5,79,kurumaebi,3.50
144,1,47,tarabagani,3.81
144,2,0,ebi,3.79
144,3,25,unagi,3.72
144,4,37,negi_toro,3.71
144,5,22,kani,3.59
145,1,2,maguro,3.38
145,2,4,uni,3.37
145,3,9,amaebi,3.11
145,4,13,hamachi,3.10
145,5,20,hirame,2.97
146,1,0,ebi,4.01
146,2,3,ika,3.86
146,3,19,chu_toro,3.84
146,4,61,negi_toro_maki,3.77
146,5,37,negi_toro,3.69
147,1,47,tarabagani,3.66
147,2,8,toro,3.61
147,3,37,negi_toro,3.59
147,4,0,ebi,3.46
147,5,2,maguro,3.43
148,1,19,chu_toro,3.66
148,2,8,toro,3.59
148,3,0,ebi,3.37
148,4,9,amaebi,3.35
148,5,26,tekka_maki,3.28
149,1,26,tekka_maki,3.59
149,2,8,toro,3.58
149,3,37,negi_toro,3.48
149,4,79,kurumaebi,3.47
149,5,19,chu_toro,3.47
150,1,15,samon,3.66
150,2,8,toro,3.64
150,3,37,negi_toro,3.55
150,4,2,maguro,3.54
150,5,19,chu_toro,3.47
151,1,47,tarabagani,3.68
151,2,22,kani,3.54
151,3,14,awabi,3.52
151,4,41,botanebi,3.49
151,5,26,tekka_maki,3.45
152,1,19,chu_toro,4.70
152,2,8,toro,4.57
152,3,2,maguro,4.29
152,4,61,negi_toro_maki,4.06
152,5,3,ika,4.06
153,1,15,samon,3.90
153,2,37,negi_toro,3.89
153,3,19,chu_toro,3.77
153,4,61,negi_toro_maki,3.71
153,5,79,kurumaebi,3.63
154,1,8,toro,3.85
154,2,4,uni,3.65
154,3,13,hamachi,3.43
154,4,41,botanebi,3.37
154,5,10,hotategai,3.34
155,1,13,hamachi,2.87
155,2,2,maguro,2.80
155,3,1,anago,2.73
155,4,20,hirame,2.53
155,5,26,tekka_maki,2.39
156,1,37,negi_toro,3.60
156,2,16,kazunoko,3.56
156,3,41,botanebi,3.54
156,4,10,hotategai,3.47
156,5,61,negi_toro_maki,3.39
157,1,13,hamachi,3.94
157,2,10,hotategai,3.76
157,3,88,ishigakidai,3.68
157,4,11,tai,3.66
157,5,43,inari,3.64
158,1,37,negi_toro,3.38
158,2,47,tarabagani,3.32
158,3,19,chu_toro,3.30
158,4,21,aji,3.29
158,5,22,kani,3.29
159,1,9,amaebi,3.72
159,2,37,negi_toro,3.52
159,3,8,toro,3.39
159,4,7,tamago,3.38
159,5,6,ikura,3.37
160,1,37,negi_toro,3.47
160,2,2,maguro,3.21
160,3,47,tarabagani,3.21
160,4,19,chu_toro,3.20
160,5,6,ikura,3.20
161,1,19,chu_toro,3.70
161,2,0,ebi,3.68
161,3,7,tamago,3.58
161,4,15,samon,3.53
161,5,8,toro,3.52
162,1,37,negi_toro,3.55
162,2,53,toro_samon,3.50
162,3,61,negi_toro_maki,3.42
162,4,19,chu_toro,3.40
162,5,2,maguro,3.39
163,1,26,tekka_maki,3.33
163,2,53,toro_samon,3.32
163,3,11,tai,3.27
163,4,47,tarabagani,3.24
163,5,25,unagi,3.22
164,1,8,toro,3.97
164,2,19,chu_toro,3.85
164,3,2,maguro,3.85
164,4,9,amaebi,3.76
164,5,37,negi_toro,3.73
165,1,2,maguro,3.57
165,2,6,ikura,3.42
165,3,19,chu_toro,3.40
165,4,26,tekka_maki,3.33
165,5,47,tarabagani,3.24
166,1,15,samon,4.09
166,2,19,chu_toro,3.96
166,3,2,maguro,3.69
166,4,37,negi_toro,3.44
166,5,79,kurumaebi,3.38
167,1,19,chu_toro,4.11
167,2,37,negi_toro,3.98
167,3,2,maguro,3.85
167,4,3,ika,3.76
167,5,26,tekka_maki,3.75
168,1,19,chu_toro,3.92
168,2,5,tako,3.69
168,3,15,samon,3.67
168,4,11,tai,3.64
168,5,47,tarabagani,3.58
169,1,19,chu_toro,3.66
169,2,8,toro,3.52
169,3,37,negi_toro,3.48
169,4,61,negi_toro_maki,3.32
169,5,1,anago,3.16
170,1,9,amaebi,3.44
170,2,53,toro_samon,3.39
170,3,37,negi_toro,3.38
170,4,41,botanebi,3.35
170,5,47,tarabagani,3.23
171,1,19,chu_toro,4.15
171,2,8,toro,4.03
171,3,15,samon,4.03
171,4,37,negi_toro,3.77
171,5,36,engawa,3.63
172,1,37,negi_toro,3.81
172,2,19,chu_toro,3.63
172,3,0,ebi,3.59
172,4,53,toro_samon,3.54
172,5,79,kurumaebi,3.49
173,1,9,amaebi,3.33
173,2,37,negi_toro,3.20
173,3,0,ebi,3.15
173,4,22,kani,3.15
173,5,19,chu_toro,3.14
174,1,13,hamachi,3.55
174,2,19,chu_toro,3.55
174,3,10,hotategai,3.41
174,4,8,toro,3.40
174,5,0,ebi,3.38
175,1,37,negi_toro,3.05
175,2,2,maguro,3.03
175,3,88,ishigakidai,2.98
175,4,22,kani,2.95
175,5,41,botanebi,2.94
176,1,19,chu_toro,3.81
176,2,8,toro,3.63
176,3,37,negi_toro,3.62
176,4,41,botanebi,3.48
176,5,15,samon,3.38
177,1,0,ebi,3.54
177,2,37,negi_toro,3.49
177,3,11,tai,3.48
177,4,9,amaebi,3.45
177,5,19,chu_toro,3.44
178,1,13,hamachi,3.69
178,2,19,chu_toro,3.38
178,3,3,ika,3.25
178,4,2,maguro,3.23
178,5,15,samon,3.21
179,1,19,chu_toro,3.59
179,2,11,tai,3.56
179,3,79,kurumaebi,3.54
179,4,0,ebi,3.43
179,5,47,tarabagani,3.41
180,1,19,chu_toro,3.38
180,2,37,negi_toro,3.36
180,3,22,kani,3.31
180,4,61,negi_toro_maki,3.24
180,5,2,maguro,3.15
181,1,37,negi_toro,3.35
181,2,7,tamago,3.27
181,3,14,awabi,3.25
181,4,79,kurumaebi,3.24
181,5,47,tarabagani,3.21
182,1,10,hotategai,4.07
182,2,4,uni,4.00
182,3,22,kani,3.90
182,4,79,kurumaebi,3.89
182,5,6,ikura,3.87
183,1,2,maguro,4.04
183,2,11,tai,3.98
183,3,1,anago,3.95
183,4,19,chu_toro,3.93
183,5,14,awabi,3.85
184,1,6,ikura,4.22
184,2,9,amaebi,3.74
184,3,2,maguro,3.65
184,4,53,toro_samon,3.58
184,5,47,tarabagani,3.56
185,1,61,negi_toro_maki,3.71
185,2,37,negi_toro,3.63
185,3,53,toro_samon,3.60
185,4,19,chu_toro,3.56
185,5,79,kurumaebi,3.51
186,1,8,toro,4.21
186,2,19,chu_toro,3.93
186,3,27,kanpachi,3.92
